"","lemma","n","share","fifteen_minutes","climate_lockdown","ulez","insect"
"100","commission",49,0.00164551010813352,5,5,7,37
"101","famille",49,0.00164551010813352,3,NA,19,28
"102","mise",49,0.00164551010813352,3,8,33,11
"103","problème",48,0.00161192826919202,2,6,27,13
"104","école",48,0.00161192826919202,3,3,22,21
"105","ordre",47,0.00157834643025052,4,6,29,11
"106","production",47,0.00157834643025052,NA,NA,10,37
"107","question",47,0.00157834643025052,7,4,27,11
"108","étape",47,0.00157834643025052,10,9,18,12
"109","conscience",46,0.00154476459130902,NA,4,8,34
"110","façon",46,0.00154476459130902,2,3,15,28
"111","moment",46,0.00154476459130902,6,9,15,18
"112","pâte",46,0.00154476459130902,NA,NA,NA,46
"113","âme",46,0.00154476459130902,NA,NA,NA,46
"114","groupe",45,0.00151118275236752,5,7,19,16
"115","pouvoir",45,0.00151118275236752,7,9,10,23
"116","sécurité",45,0.00151118275236752,4,7,30,10
"117","alimentation",44,0.00147760091342602,NA,NA,1,43
"118","porte",44,0.00147760091342602,2,3,2,37
"119","grille",43,0.00144401907448452,1,NA,1,43
"120","pass",43,0.00144401907448452,11,22,10,1
"121","réalité",43,0.00144401907448452,7,3,15,20
"122","vidéo",43,0.00144401907448452,5,6,18,14
"123","info",42,0.00141043723554302,4,4,25,14
"124","humanité",41,0.00137685539660152,4,7,4,27
"125","nombre",41,0.00137685539660152,3,2,25,12
"126","marché",40,0.00134327355766002,1,NA,13,26
"127","média",40,0.00134327355766002,1,12,13,15
"128","oxyde",40,0.00134327355766002,NA,NA,1,39
"129","préparation",40,0.00134327355766002,1,4,5,31
"130","sujet",40,0.00134327355766002,2,6,15,17
"131","train",40,0.00134327355766002,NA,1,21,18
"132","travers",40,0.00134327355766002,7,2,17,15
"133","chaîne",39,0.00130969171871852,1,2,4,32
"134","effet",39,0.00130969171871852,1,4,19,16
"135","prison",39,0.00130969171871852,15,2,21,3
"136","propriété",39,0.00130969171871852,4,3,31,3
"137","élite",39,0.00130969171871852,3,9,7,20
"138","état",39,0.00130969171871852,9,3,19,10
"139","création",38,0.00127610987977702,3,NA,28,7
"140","lien",38,0.00127610987977702,2,2,29,6
"141","nature",38,0.00127610987977702,2,3,22,13
"142","territoire",38,0.00127610987977702,1,NA,30,7
"143","travail",38,0.00127610987977702,9,3,10,16
"144","début",37,0.00124252804083552,2,11,8,17
"145","ligne",37,0.00124252804083552,NA,4,15,19
"146","mois",37,0.00124252804083552,2,6,22,8
"147","pain",37,0.00124252804083552,NA,NA,NA,37
"148","pandémie",37,0.00124252804083552,7,14,8,8
"149","peur",37,0.00124252804083552,1,5,3,28
"150","idée",36,0.00120894620189402,11,6,16,10
"151","objet",36,0.00120894620189402,4,1,28,6
"152","outil",36,0.00120894620189402,5,8,12,12
"153","siècle",36,0.00120894620189402,2,1,NA,33
"154","cas",35,0.00117536436295252,3,7,8,17
"155","compte",35,0.00117536436295252,1,6,13,15
"156","heure",35,0.00117536436295252,13,2,6,16
"157","identité",35,0.00117536436295252,8,6,13,10
"158","internet",35,0.00117536436295252,7,NA,27,1
"159","masse",35,0.00117536436295252,3,4,8,20
"160","public",35,0.00117536436295252,1,3,7,24
"161","réaction",35,0.00117536436295252,NA,NA,NA,35
"162","suite",35,0.00117536436295252,3,6,20,8
"163","terme",35,0.00117536436295252,2,6,15,12
"164","but",34,0.00114178252401101,3,3,19,11
"165","concept",34,0.00114178252401101,17,3,14,4
"166","douleur",34,0.00114178252401101,NA,NA,1,33
"167","modèle",34,0.00114178252401101,5,1,20,8
"168","mouvement",34,0.00114178252401101,7,4,19,8
"169","moyen",34,0.00114178252401101,5,2,20,7
"170","peuple",34,0.00114178252401101,5,10,7,13
"171","arme",33,0.00110820068506951,2,4,8,21
"172","circulation",33,0.00110820068506951,9,NA,24,2
"173","force",33,0.00110820068506951,6,4,6,20
"174","janvier",33,0.00110820068506951,1,1,9,22
"175","lieu",33,0.00110820068506951,4,1,20,10
"176","manière",33,0.00110820068506951,1,2,18,12
"177","organisation",33,0.00110820068506951,5,12,13,3
"178","police",33,0.00110820068506951,2,1,30,2
"179","responsabilité",33,0.00110820068506951,NA,3,10,20
"180","vérité",33,0.00110820068506951,NA,9,6,18
"181","agglomération",32,0.00107461884612801,2,NA,32,NA
"182","application",32,0.00107461884612801,1,2,15,14
"183","environnement",32,0.00107461884612801,5,2,16,11
"184","pénurie",32,0.00107461884612801,NA,6,3,23
"185","route",32,0.00107461884612801,17,6,12,2
"186","révolution",32,0.00107461884612801,1,NA,26,5
"187","semaine",32,0.00107461884612801,3,5,13,13
"188","ver",32,0.00107461884612801,NA,NA,NA,32
"189","être",32,0.00107461884612801,3,4,7,21
"190","approvisionnement",31,0.00104103700718651,NA,1,NA,30
"191","code",31,0.00104103700718651,7,1,7,17
"192","culture",31,0.00104103700718651,1,2,6,23
"193","cause",30,0.00100745516824501,NA,13,9,8
"194","cricket",30,0.00100745516824501,NA,NA,NA,30
"195","diptère",30,0.00100745516824501,NA,NA,NA,30
"196","face",30,0.00100745516824501,NA,7,8,15
"197","lépidoptère",30,0.00100745516824501,NA,NA,NA,30
"198","site",30,0.00100745516824501,1,3,12,14
"199","transport",30,0.00100745516824501,10,1,21,2
"200","type",30,0.00100745516824501,NA,2,14,14
"201","jardin",29,0.000973873329303513,1,3,5,20
"202","liste",29,0.000973873329303513,NA,NA,3,26
"203","lumière",29,0.000973873329303513,1,4,6,20
"204","mondialiste",29,0.000973873329303513,6,1,10,12
"205","pollution",29,0.000973873329303513,NA,10,15,4
"206","rapport",29,0.000973873329303513,NA,5,14,10
"207","reconnaissance",29,0.000973873329303513,8,NA,18,3
"208","étiquette",29,0.000973873329303513,NA,NA,1,28
"209","accès",28,0.000940291490362012,7,NA,18,3
"210","agenda",28,0.000940291490362012,2,7,5,14
"211","forme",28,0.000940291490362012,1,NA,14,13
"212","larve",28,0.000940291490362012,NA,NA,NA,28
"213","logement",28,0.000940291490362012,4,1,22,1
"214","vaccination",28,0.000940291490362012,6,13,9,3
"215","air",27,0.000906709651420512,4,5,14,6
"216","autorité",27,0.000906709651420512,3,1,14,9
"217","bien",27,0.000906709651420512,2,3,16,6
"218","canal",27,0.000906709651420512,3,9,4,11
"219","côté",27,0.000906709651420512,3,3,9,12
"220","dirigeant",27,0.000906709651420512,NA,1,10,16
"221","esprit",27,0.000906709651420512,1,2,2,22
"222","infrastructure",27,0.000906709651420512,2,1,20,4
"223","membre",27,0.000906709651420512,8,5,10,4
"224","niveau",27,0.000906709651420512,NA,2,12,13
"225","pied",27,0.000906709651420512,16,3,6,6
"226","résident",27,0.000906709651420512,10,7,13,NA
"227","ADN",26,0.000873127812479011,NA,NA,22,4
"228","accord",26,0.000873127812479011,3,7,6,14
"229","cœur",26,0.000873127812479011,NA,1,1,24
"230","destruction",26,0.000873127812479011,4,5,18,1
"231","décision",26,0.000873127812479011,3,1,9,13
"232","expérience",26,0.000873127812479011,4,2,4,16
"233","ferme",26,0.000873127812479011,1,NA,6,19
"234","futur",26,0.000873127812479011,2,NA,20,4
"235","ingrédient",26,0.000873127812479011,NA,NA,NA,26
"236","main",26,0.000873127812479011,9,1,11,9
"237","mort",26,0.000873127812479011,2,4,12,9
"238","mémoire",26,0.000873127812479011,NA,1,5,20
"239","plupart",26,0.000873127812479011,5,NA,12,9
"240","prix",26,0.000873127812479011,2,3,11,10
"241","processus",26,0.000873127812479011,NA,2,14,10
"242","ressource",26,0.000873127812479011,NA,6,12,8
"243","régime",26,0.000873127812479011,NA,NA,19,7
"244","transformation",26,0.000873127812479011,NA,NA,12,14
"245","transition",26,0.000873127812479011,1,1,18,6
"246","usine",26,0.000873127812479011,NA,1,NA,25
"247","activité",25,0.000839545973537511,3,5,13,4
"248","poulet",25,0.000839545973537511,NA,NA,NA,25
"249","puissance",25,0.000839545973537511,NA,NA,4,21
"250","étiquetage",25,0.000839545973537511,NA,NA,NA,25
"251","œuvre",25,0.000839545973537511,3,1,15,6
"252","arrêt",24,0.00080596413459601,NA,NA,24,NA
"253","autorisation",24,0.00080596413459601,3,3,2,17
"254","champ",24,0.00080596413459601,NA,1,6,17
"255","civilisation",24,0.00080596413459601,NA,1,6,17
"256","déplacement",24,0.00080596413459601,11,7,9,2
"257","français",24,0.00080596413459601,NA,8,13,3
"258","milieu",24,0.00080596413459601,1,1,9,13
"259","mode",24,0.00080596413459601,NA,2,14,8
"260","politique",24,0.00080596413459601,4,3,12,7
"261","région",24,0.00080596413459601,2,3,17,3
"262","soupe",24,0.00080596413459601,NA,NA,NA,24
"263","argent",23,0.00077238229565451,6,3,5,10
"264","céréale",23,0.00077238229565451,NA,NA,NA,23
"265","fils",23,0.00077238229565451,NA,1,4,19
"266","fréquence",23,0.00077238229565451,NA,NA,7,16
"267","humains",23,0.00077238229565451,NA,NA,10,13
"268","journée",23,0.00077238229565451,NA,4,NA,19
"269","méthode",23,0.00077238229565451,NA,3,14,6
"270","part",23,0.00077238229565451,2,5,6,10
"271","père",23,0.00077238229565451,NA,2,2,19
"272","responsable",23,0.00077238229565451,1,3,11,9
"273","sein",23,0.00077238229565451,NA,2,8,13
"274","sorte",23,0.00077238229565451,3,NA,13,9
"275","téléphone",23,0.00077238229565451,4,NA,13,8
"276","union",23,0.00077238229565451,1,1,4,18
"277","campagne",22,0.00073880045671301,NA,NA,13,9
"278","choix",22,0.00073880045671301,1,NA,15,7
"279","gaz",22,0.00073880045671301,NA,9,6,7
"280","goût",22,0.00073880045671301,NA,1,NA,21
"281","injustice",22,0.00073880045671301,NA,NA,2,20
"282","intelligence",22,0.00073880045671301,7,NA,13,2
"283","laboratoire",22,0.00073880045671301,NA,NA,7,15
"284","plante",22,0.00073880045671301,NA,NA,1,21
"285","étude",22,0.00073880045671301,1,3,4,14
"286","abeille",21,0.000705218617771509,5,NA,NA,16
"287","appareil",21,0.000705218617771509,8,NA,14,7
"288","banque",21,0.000705218617771509,4,3,6,8
"289","brevet",21,0.000705218617771509,1,NA,2,18
"290","centre",21,0.000705218617771509,1,4,11,5
"291","compagnie",21,0.000705218617771509,NA,4,4,13
"292","confiance",21,0.000705218617771509,NA,NA,2,19
"293","connaissance",21,0.000705218617771509,5,NA,NA,16
"294","légume",21,0.000705218617771509,NA,1,NA,20
"295","malaise",21,0.000705218617771509,NA,NA,11,10
"296","menu",21,0.000705218617771509,NA,NA,NA,21
"297","monsieur",21,0.000705218617771509,4,NA,5,14
"298","métropole",21,0.000705218617771509,NA,NA,19,2
"299","pizza",21,0.000705218617771509,NA,NA,NA,21
"300","promotion",21,0.000705218617771509,NA,NA,9,12
"301","risque",21,0.000705218617771509,NA,3,8,10
"302","sens",21,0.000705218617771509,3,1,12,5
"303","vignette",21,0.000705218617771509,NA,NA,21,NA
"304","État",21,0.000705218617771509,1,1,11,8
"305","événement",21,0.000705218617771509,NA,5,6,10
"306","Confinement",20,0.000671636778830009,NA,20,NA,NA
"307","agriculture",20,0.000671636778830009,4,3,1,12
"308","alternative",20,0.000671636778830009,4,NA,4,16
"309","boulangerie",20,0.000671636778830009,NA,NA,NA,20
"310","capacité",20,0.000671636778830009,1,2,11,8
"311","cellule",20,0.000671636778830009,2,NA,NA,18
"312","dernier",20,0.000671636778830009,NA,1,3,16
"313","dollar",20,0.000671636778830009,1,NA,7,12
"314","essence",20,0.000671636778830009,2,3,12,4
"315","habitude",20,0.000671636778830009,4,1,8,10
"316","nation",20,0.000671636778830009,8,1,8,6
"317","restaurant",20,0.000671636778830009,1,NA,NA,19
"318","scientifique",20,0.000671636778830009,3,1,2,15
"319","vélo",20,0.000671636778830009,12,1,8,1
"320","économie",20,0.000671636778830009,1,5,6,8
"321","barrière",19,0.000638054939888508,2,5,2,11
"322","classe",19,0.000638054939888508,3,1,10,5
"323","degré",19,0.000638054939888508,NA,6,12,1
"324","demande",19,0.000638054939888508,NA,4,3,12
"325","espace",19,0.000638054939888508,2,NA,13,4
"326","industrie",19,0.000638054939888508,6,3,2,9
"327","installation",19,0.000638054939888508,4,NA,5,10
"328","interdiction",19,0.000638054939888508,3,7,6,3
"329","oeil",19,0.000638054939888508,2,1,4,12
"330","opération",19,0.000638054939888508,NA,2,4,13
"331","presse",19,0.000638054939888508,NA,1,7,11
"332","prétexte",19,0.000638054939888508,3,4,11,3
"333","religion",19,0.000638054939888508,1,2,3,14
"334","réinitialisation",19,0.000638054939888508,5,2,10,3
"335","sodium",19,0.000638054939888508,NA,NA,1,18
"336","urgence",19,0.000638054939888508,2,12,2,3
"337","bataille",18,0.000604473100947008,2,1,1,14
"338","danger",18,0.000604473100947008,NA,6,6,6
"339","dispositif",18,0.000604473100947008,5,NA,13,NA
"340","détail",18,0.000604473100947008,10,2,8,5
"341","fonction",18,0.000604473100947008,3,NA,13,4
"342","message",18,0.000604473100947008,1,4,2,11
"343","ministère",18,0.000604473100947008,2,2,11,5
"344","noix",18,0.000604473100947008,1,NA,NA,17
"345","sauterelle",18,0.000604473100947008,NA,NA,NA,18
"346","silicate",18,0.000604473100947008,NA,NA,NA,18
"347","sol",18,0.000604473100947008,3,NA,8,7
"348","sulfate",18,0.000604473100947008,NA,NA,NA,18
"349","test",18,0.000604473100947008,4,3,8,4
"350","texte",18,0.000604473100947008,NA,NA,8,10
"351","univers",18,0.000604473100947008,NA,NA,6,12
"352","vente",18,0.000604473100947008,NA,1,11,6
"353","évolution",18,0.000604473100947008,3,NA,5,10
"354","@actuintel",17,0.000570891262005507,4,2,6,5
"355","avis",17,0.000570891262005507,NA,1,1,15
"356","biscuit",17,0.000570891262005507,NA,NA,NA,17
"357","cerveau",17,0.000570891262005507,NA,NA,6,11
"358","commandant",17,0.000570891262005507,1,NA,16,NA
"359","conférence",17,0.000570891262005507,2,NA,13,4
"360","demain",17,0.000570891262005507,NA,NA,15,2
"361","empreinte",17,0.000570891262005507,2,1,8,6
"362","entrée",17,0.000570891262005507,6,5,4,3
"363","euro",17,0.000570891262005507,4,5,9,2
"364","feu",17,0.000570891262005507,NA,3,5,10
"365","institution",17,0.000570891262005507,1,1,3,13
"366","intention",17,0.000570891262005507,1,NA,NA,16
"367","maladie",17,0.000570891262005507,1,1,10,6
"368","manifestation",17,0.000570891262005507,4,3,3,10
"369","masque",17,0.000570891262005507,1,6,5,5
"370","plat",17,0.000570891262005507,NA,NA,NA,17
"371","protection",17,0.000570891262005507,NA,1,14,2
"372","président",17,0.000570891262005507,NA,4,7,7
"373","quart",17,0.000570891262005507,11,3,6,NA
"374","rationnement",17,0.000570891262005507,5,4,2,6
"375","rue",17,0.000570891262005507,8,1,6,3
"376","règlement",17,0.000570891262005507,NA,1,1,15
"377","science",17,0.000570891262005507,7,2,3,6
"378","surface",17,0.000570891262005507,NA,NA,10,7
"379","agriculteur",16,0.000537309423064007,NA,2,1,13
"380","approche",16,0.000537309423064007,1,1,6,8
"381","armée",16,0.000537309423064007,1,2,5,8
"382","carte",16,0.000537309423064007,5,4,5,3
"383","ciel",16,0.000537309423064007,4,NA,2,12
"384","combat",16,0.000537309423064007,1,4,6,5
"385","condition",16,0.000537309423064007,NA,3,9,4
"386","construction",16,0.000537309423064007,2,NA,11,3
"387","coût",16,0.000537309423064007,NA,NA,5,11
"388","distance",16,0.000537309423064007,8,3,6,3
"389","décembre",16,0.000537309423064007,2,3,11,NA
"390","exigence",16,0.000537309423064007,NA,NA,1,15
"391","fourmi",16,0.000537309423064007,2,NA,NA,14
"392","garde",16,0.000537309423064007,NA,8,NA,8
"393","lactosérum",16,0.000537309423064007,NA,NA,NA,16
"394","mai",16,0.000537309423064007,1,2,11,3
"395","maire",16,0.000537309423064007,2,NA,12,3
"396","monnaie",16,0.000537309423064007,3,1,8,4
"397","mécanisme",16,0.000537309423064007,NA,NA,4,12
"398","nuit",16,0.000537309423064007,1,2,4,10
"399","origine",16,0.000537309423064007,NA,2,6,8
"400","passeport",16,0.000537309423064007,1,12,1,2
"401","repas",16,0.000537309423064007,2,1,2,11
"402","retour",16,0.000537309423064007,1,NA,6,9
"403","silence",16,0.000537309423064007,NA,NA,NA,16
"404","soldat",16,0.000537309423064007,NA,NA,1,15
"405","tout",16,0.000537309423064007,1,2,7,7
"406","trouble",16,0.000537309423064007,NA,NA,2,14
"407","université",16,0.000537309423064007,1,3,6,6
"408","abord",15,0.000503727584122507,1,NA,9,5
"409","affaire",15,0.000503727584122507,1,3,8,4
"410","aide",15,0.000503727584122507,1,3,8,5
"411","ami",15,0.000503727584122507,NA,3,9,3
"412","autonomie",15,0.000503727584122507,1,2,8,5
"413","camp",15,0.000503727584122507,5,NA,10,2
"414","chef",15,0.000503727584122507,3,NA,6,6
"415","chien",15,0.000503727584122507,1,NA,NA,14
"416","chips",15,0.000503727584122507,NA,NA,NA,15
"417","collecte",15,0.000503727584122507,10,NA,6,5
"418","directeur",15,0.000503727584122507,1,3,9,3
"419","disposition",15,0.000503727584122507,NA,NA,3,12
"420","femme",15,0.000503727584122507,5,2,6,4
"421","investissement",15,0.000503727584122507,NA,NA,10,5
"422","juillet",15,0.000503727584122507,NA,4,7,4
"423","mensonge",15,0.000503727584122507,NA,2,2,11
"424","mot",15,0.000503727584122507,3,2,3,7
"425","obéissance",15,0.000503727584122507,3,2,12,NA
"426","octobre",15,0.000503727584122507,NA,12,1,2
"427","passé",15,0.000503727584122507,NA,NA,3,12
"428","poisson",15,0.000503727584122507,NA,NA,NA,15
"429","pomme",15,0.000503727584122507,NA,NA,NA,15
"430","période",15,0.000503727584122507,1,2,3,9
"431","recherche",15,0.000503727584122507,1,3,3,8
"432","réduction",15,0.000503727584122507,1,4,11,1
"433","sauce",15,0.000503727584122507,NA,NA,NA,15
"434","snack",15,0.000503727584122507,NA,NA,NA,15
"435","taxe",15,0.000503727584122507,1,7,6,1
"436","théorie",15,0.000503727584122507,NA,8,3,4
"437","victime",15,0.000503727584122507,NA,NA,14,1
"438","vision",15,0.000503727584122507,2,NA,11,2
"439","vitamine",15,0.000503727584122507,NA,NA,NA,15
"440","voie",15,0.000503727584122507,5,1,2,8
"441","volonté",15,0.000503727584122507,5,3,2,5
"442","association",14,0.000470145745181006,NA,2,11,1
"443","avantage",14,0.000470145745181006,1,1,7,5
"444","avril",14,0.000470145745181006,1,2,7,5
"445","bouton",14,0.000470145745181006,NA,NA,NA,14
"446","brigade",14,0.000470145745181006,NA,NA,14,NA
"447","client",14,0.000470145745181006,NA,NA,6,8
"448","colère",14,0.000470145745181006,NA,NA,3,11
"449","communauté",14,0.000470145745181006,3,NA,7,4
"450","communication",14,0.000470145745181006,1,NA,8,5
"451","complot",14,0.000470145745181006,NA,7,2,5
"452","comté",14,0.000470145745181006,6,7,3,NA
"453","conduite",14,0.000470145745181006,5,2,10,NA
"454","désert",14,0.000470145745181006,NA,1,13,NA
"455","emploi",14,0.000470145745181006,1,2,5,6
"456","extension",14,0.000470145745181006,NA,NA,14,NA
"457","innovation",14,0.000470145745181006,NA,NA,14,NA
"458","instrument",14,0.000470145745181006,NA,1,3,10
"459","intérieur",14,0.000470145745181006,4,2,1,9
"460","lampadaire",14,0.000470145745181006,1,NA,13,NA
"461","libération",14,0.000470145745181006,NA,NA,NA,14
"462","livre",14,0.000470145745181006,NA,2,6,6
"463","long",14,0.000470145745181006,2,NA,7,5
"464","légumineuse",14,0.000470145745181006,NA,NA,NA,14
"465","magasin",14,0.000470145745181006,5,5,2,6
"466","mars",14,0.000470145745181006,NA,1,9,4
"467","maître",14,0.000470145745181006,1,1,1,11
"468","menace",14,0.000470145745181006,2,3,9,NA
"469","poids",14,0.000470145745181006,NA,NA,9,5
"470","post",14,0.000470145745181006,2,4,7,3
"471","pratique",14,0.000470145745181006,1,NA,9,4
"472","propriétaire",14,0.000470145745181006,1,NA,10,3
"473","qualité",14,0.000470145745181006,1,NA,5,8
"474","quantité",14,0.000470145745181006,NA,NA,1,13
"475","rôle",14,0.000470145745181006,NA,NA,7,7
"476","sommet",14,0.000470145745181006,1,1,3,10
"477","stratégie",14,0.000470145745181006,4,NA,7,3
"478","terrain",14,0.000470145745181006,NA,1,13,NA
"479","télévision",14,0.000470145745181006,1,NA,NA,13
"480","verrouillage",14,0.000470145745181006,2,7,1,4
"481","voisin",14,0.000470145745181006,NA,1,NA,13
"482","vue",14,0.000470145745181006,NA,3,2,9
"483","échelle",14,0.000470145745181006,1,NA,5,8
"484","CO2",13,0.000436563906239506,2,2,8,2
"485","administration",13,0.000436563906239506,4,5,5,2
"486","amour",13,0.000436563906239506,NA,NA,NA,13
"487","américain",13,0.000436563906239506,NA,3,NA,10
"488","bière",13,0.000436563906239506,NA,NA,NA,13
"489","bébé",13,0.000436563906239506,NA,NA,9,4
"490","cantine",13,0.000436563906239506,NA,NA,1,12
"491","capteur",13,0.000436563906239506,NA,NA,13,NA
"492","chercheur",13,0.000436563906239506,1,1,3,9
"493","clôture",13,0.000436563906239506,6,2,NA,7
"494","collaboration",13,0.000436563906239506,NA,1,11,1
"495","collation",13,0.000436563906239506,NA,NA,NA,13
"496","criquet",13,0.000436563906239506,NA,NA,NA,13
"497","croissance",13,0.000436563906239506,NA,1,7,5
"498","cycle",13,0.000436563906239506,NA,NA,1,12
"499","difficulté",13,0.000436563906239506,NA,NA,3,10
"500","discussion",13,0.000436563906239506,1,4,4,4
"501","décès",13,0.000436563906239506,NA,NA,13,NA
"502","espèce",13,0.000436563906239506,7,NA,2,4
"503","film",13,0.000436563906239506,3,1,8,2
"504","fuite",13,0.000436563906239506,1,1,NA,11
"505","label",13,0.000436563906239506,NA,NA,6,7
"506","lecture",13,0.000436563906239506,NA,1,3,9
"507","machine",13,0.000436563906239506,1,NA,5,7
"508","maïs",13,0.000436563906239506,NA,NA,NA,13
"509","millier",13,0.000436563906239506,7,NA,9,1
"510","mobilité",13,0.000436563906239506,NA,NA,13,NA
"511","mur",13,0.000436563906239506,2,NA,2,9
"512","médecin",13,0.000436563906239506,5,NA,1,7
"513","possibilité",13,0.000436563906239506,1,NA,11,2
"514","présent",13,0.000436563906239506,3,NA,5,5
"515","pyramide",13,0.000436563906239506,NA,NA,NA,13
"516","réponse",13,0.000436563906239506,1,5,1,6
"517","secteur",13,0.000436563906239506,2,1,7,3
"518","supermarché",13,0.000436563906239506,NA,NA,1,12
"519","température",13,0.000436563906239506,NA,8,5,NA
"520","traçage",13,0.000436563906239506,NA,3,10,NA
"521","urce",13,0.000436563906239506,NA,NA,13,NA
"522","version",13,0.000436563906239506,NA,NA,9,4
"523","victimer",13,0.000436563906239506,NA,NA,13,NA
"524","électricité",13,0.000436563906239506,1,3,9,NA
"525","acceptation",12,0.000402982067298005,NA,NA,11,1
"526","ajout",12,0.000402982067298005,NA,NA,NA,12
