"","channel_url","n","count","share"
"1","https://t.me/s/uncut_news",69,39,0.565217391304348
"2","https://t.me/s/Corona_Reset",39,38,0.974358974358974
"3","https://t.me/selbstdenken",49,21,0.428571428571429
"4","https://t.me/s/EvaHermanOffiziell",87,19,0.218390804597701
"5","https://t.me/s/the_fall_of_the_Cabal",66,17,0.257575757575758
"6","https://t.me/s/waqeupworld",50,17,0.34
"7","https://t.me/s/WirSinDasVolk",38,16,0.421052631578947
"8","https://t.me/s/patriot_bayern",32,16,0.5
"9","https://t.me/WAHRHEIT_S_W",24,14,0.583333333333333
"10","https://t.me/s/PATRIOTEN24",41,14,0.341463414634146
"11","https://t.me/qanonthetruth1",22,13,0.590909090909091
"12","https://t.me/wahrheit2020",39,13,0.333333333333333
"13","https://t.me/s/AugenAufAA",27,12,0.444444444444444
"14","https://t.me/s/SchubertsLM",88,12,0.136363636363636
"15","https://t.me/s/allesau",40,12,0.3
"16","https://t.me/s/news1717",18,12,0.666666666666667
"17","https://t.me/s/tavita67",30,12,0.4
"18","https://t.me/s/AnonymousSchweizOrginal",22,11,0.5
"19","https://t.me/s/CoronialisierterWahnsinn",36,11,0.305555555555556
"20","https://t.me/s/Kampf_fuer_unsere_Zukunft",28,11,0.392857142857143
"21","https://t.me/s/MartinRutter",24,11,0.458333333333333
"22","https://t.me/s/Unregierbar",26,11,0.423076923076923
"23","https://t.me/s/mainstream_luegen",28,11,0.392857142857143
"24","https://t.me/s/FreiheitDerGedanken",24,10,0.416666666666667
"25","https://t.me/s/Wissensmanufaktur1",37,10,0.27027027027027
"26","https://t.me/s/astrozeit",18,10,0.555555555555556
"27","https://t.me/s/bleibtstark",20,10,0.5
"28","https://t.me/BubaBobane",24,9,0.375
"29","https://t.me/Klartext2021Gemeinsam",28,9,0.321428571428571
"30","https://t.me/s/DieAndereWahrheit",31,9,0.290322580645161
"31","https://t.me/s/StuttgartGrundgesetzdemos",25,9,0.36
"32","https://t.me/s/WE_R_FREE",21,9,0.428571428571429
"33","https://t.me/s/technikus_news",28,9,0.321428571428571
"34","https://t.me/OutoftheBoxTV_kanal2",19,8,0.421052631578947
"35","https://t.me/QDumbs",16,8,0.5
"36","https://t.me/otontv",26,8,0.307692307692308
"37","https://t.me/s/DieFrontNews",16,8,0.5
"38","https://t.me/s/FlutOffeneFragen",12,8,0.666666666666667
"39","https://t.me/s/FrMaWa",21,8,0.380952380952381
"40","https://t.me/s/RoyalAllemand",15,8,0.533333333333333
"41","https://t.me/s/mindofheart",31,8,0.258064516129032
"42","https://t.me/buergerinfochat",19,7,0.368421052631579
"43","https://t.me/s/QanencannelHH",14,7,0.5
"44","https://t.me/s/Vivoterra",24,7,0.291666666666667
"45","https://t.me/s/WWG1WGAWORLDWIDE",20,7,0.35
"46","https://t.me/s/nixistwieesscheint",23,7,0.304347826086957
"47","https://t.me/s/oliverjanich",24,7,0.291666666666667
"48","https://t.me/stormriderq",34,7,0.205882352941176
"49","https://t.me/videodump1",18,7,0.388888888888889
"50","https://t.me/Schlafschafkanal",16,6,0.375
"51","https://t.me/TraugottIckerothLiveticker",20,6,0.3
"52","https://t.me/s/EinigkeitRechtFreiheit",22,6,0.272727272727273
"53","https://t.me/s/antiilluminaten",16,6,0.375
"54","https://t.me/s/q_anonymous_kanal_deutschland",26,6,0.230769230769231
"55","https://t.me/tagesereignisseoffenbarung",26,6,0.230769230769231
"56","https://t.me/s/CompactMagazin",8,5,0.625
"57","https://t.me/s/DanielPrinzOffiziell",10,5,0.5
"58","https://t.me/s/Ernergieistalles",20,5,0.25
"59","https://t.me/s/Laut_er_staerke",11,5,0.454545454545455
"60","https://t.me/s/MICHAELWENDLEROFFICIAL",12,5,0.416666666666667
"61","https://t.me/s/MeineDNEWS",16,5,0.3125
"62","https://t.me/s/OffenbarungEndzeit",20,5,0.25
"63","https://t.me/s/covfefe_kanal",11,5,0.454545454545455
"64","https://t.me/s/der_impulsgeber",8,5,0.625
"65","https://t.me/s/liebeisstleben",20,5,0.25
