"","channel_url","n","count","share"
"1","https://t.me/s/RealLandDownUnder",190,66,0.347368421052631
"2","https://t.me/s/agentsoftruth",87,42,0.482758620689655
"3","https://t.me/s/greatreject",50,38,0.76
"4","https://t.me/s/TheLightTruthPaper",96,36,0.375
"5","https://t.me/s/robinmg",99,36,0.363636363636364
"6","https://t.me/FreedomWarriorsUk",118,33,0.279661016949153
"7","https://t.me/GreatBritishBird_News",112,29,0.258928571428571
"8","https://t.me/s/TheGreatResetTimes",76,27,0.355263157894737
"9","https://t.me/s/flushoutthetruth",88,27,0.306818181818182
"10","https://t.me/JustDudeChannel",60,26,0.433333333333333
"11","https://t.me/s/technocraticdystopia",81,26,0.320987654320988
"12","https://t.me/s/httpsMEL19",92,25,0.271739130434783
"13","https://ttttt.me/DismantlingTheCabal",94,25,0.265957446808511
"14","https://t.me/disclosetv_chat",108,23,0.212962962962963
"15","https://t.me/s/VoicesofRevelation",66,20,0.303030303030303
"16","https://t.me/s/Aussie_News",51,19,0.372549019607843
"17","https://t.me/s/Freedom_Warriors",59,18,0.305084745762712
"18","https://t.me/s/SGTnewsNetwork",47,18,0.382978723404255
"19","https://ttttt.me/TRUTHREVEALEDCHANNEL",47,18,0.382978723404255
"20","https://t.me/s/innfacted",33,17,0.515151515151515
"21","https://t.me/downtherabbitholewegofolks",51,16,0.313725490196078
"22","https://t.me/s/TruckersForFreedomGlobal",57,16,0.280701754385965
"23","https://t.me/s/thuletide",35,16,0.457142857142857
"24","https://t.me/AzazelNews",86,15,0.174418604651163
"25","https://t.me/s/louisemckenna",47,15,0.319148936170213
"26","https://t.me/s/marksteele5g",41,15,0.365853658536585
"27","https://t.me/klokkenchat",67,13,0.194029850746269
"28","https://t.me/s/TheNorthUnites",53,13,0.245283018867925
"29","https://t.me/s/AltSkull48",37,12,0.324324324324324
"30","https://t.me/s/EARTH20GENESIS",51,12,0.235294117647059
"31","https://t.me/s/LauraAbolichannel",55,12,0.218181818181818
"32","https://t.me/s/australiaoneparty_official",31,12,0.387096774193548
"33","https://t.me/s/mrn_death",66,12,0.181818181818182
"34","https://t.me/OPFreedom",11,11,1
"35","https://t.me/ThePatriotVoiceUS",45,10,0.222222222222222
"36","https://t.me/davidickeofficial",59,10,0.169491525423729
"37","https://t.me/qanonofficial",32,10,0.3125
"38","https://t.me/s/jamiemcintyre",26,10,0.384615384615385
"39","https://t.me/s/sotten",48,10,0.208333333333333
"40","https://t.me/wahrheit2020",40,10,0.25
"41","https://t.me/s/TheConspiracyHole",44,9,0.204545454545455
"42","https://t.me/s/followsthewhiterabbit",41,9,0.219512195121951
"43","https://t.me/s/studentsagainsttyrannyofficial",97,9,0.0927835051546391
"44","https://t.me/s/greatawakeningworld",27,8,0.296296296296296
"45","https://t.me/s/theriotimes",40,8,0.2
"46","https://ttttt.me/worlddoctorsalliance",28,8,0.285714285714286
"47","https://t.me/s/BritishNursingAllianceSpeak",23,7,0.304347826086957
"48","https://t.me/s/LionsNews",23,7,0.304347826086957
"49","https://t.me/s/Mr_tdogg",35,7,0.2
"50","https://t.me/s/jermwarfare",24,7,0.291666666666667
"51","https://t.me/s/netnewsmedia",31,7,0.225806451612903
"52","https://t.me/s/wch_org",21,7,0.333333333333333
"53","https://t.me/PatriziaRamettaChat",15,6,0.4
"54","https://t.me/s/FionaRoseDiamond",16,6,0.375
"55","https://t.me/s/NaturalHealthInfoAdviceWarnings",27,6,0.222222222222222
"56","https://t.me/s/REDNEDERLANDPVV",19,6,0.31578947368421
"57","https://t.me/s/covid_vaccine_injuries",31,6,0.193548387096774
"58","https://t.me/ivermectinforsaleworldwide",22,5,0.227272727272727
"59","https://t.me/rabbithole2021",9,5,0.555555555555556
"60","https://t.me/s/TeddyWestCountry",24,5,0.208333333333333
"61","https://t.me/s/WWDUnitedKingdomlocations",5,5,1
"62","https://t.me/s/awakened_144000",25,5,0.2
"63","https://t.me/s/bubbakate",7,5,0.714285714285714
"64","https://t.me/s/conservativejblQck1776",32,5,0.15625
"65","https://t.me/s/davidkurten",18,5,0.277777777777778
"66","https://t.me/s/eastcoast_intel",16,5,0.3125
"67","https://t.me/s/qtardnews",9,5,0.555555555555556
"68","https://ttttt.me/QNewsOfficialTV",20,5,0.25
"69","https://t.me/The_StormQ17",10,4,0.4
"70","https://t.me/s/BoxCleverArmy",8,4,0.5
"71","https://t.me/s/DeceivedSinceTheGarden",22,4,0.181818181818182
"72","https://t.me/s/NWOIntelligence",12,4,0.333333333333333
"73","https://t.me/s/QSerb",26,4,0.153846153846154
"74","https://t.me/s/VigilantFox",8,4,0.5
"75","https://t.me/s/areyouawake1",8,4,0.5
"76","https://t.me/s/davidavocadowolfe",26,4,0.153846153846154
"77","https://t.me/s/deguldenmiddenweg",10,4,0.4
"78","https://t.me/s/epochtimes",7,4,0.571428571428571
"79","https://t.me/s/ghostpoints28",15,4,0.266666666666667
"80","https://t.me/s/kvsnwo",19,4,0.210526315789474
"81","https://t.me/s/mosstairway",25,4,0.16
"82","https://t.me/s/realchrissky",20,4,0.2
"83","https://ttttt.me/genflynnchannel",6,4,0.666666666666667
"84","https://t.me/AmericanExceptionalism",18,3,0.166666666666667
"85","https://t.me/PatrioticAlternativeOfficial",10,3,0.3
"86","https://t.me/demonstratie4juli",5,3,0.6
"87","https://t.me/s/BelgiumUnitedChannel",8,3,0.375
"88","https://t.me/s/Channel_Trump",4,3,0.75
"89","https://t.me/s/DrJaneRuby",4,3,0.75
"90","https://t.me/s/EssentialOrganics",25,3,0.12
"91","https://t.me/s/EthicalMinds",3,3,1
"92","https://t.me/s/MAGAZINES123",4,3,0.75
"93","https://t.me/s/NTDNews",5,3,0.6
"94","https://t.me/s/RealRebelNews",20,3,0.15
"95","https://t.me/s/TheTruthSeekersChannel",19,3,0.157894736842105
"96","https://t.me/s/The_Timeline_Post",10,3,0.3
"97","https://t.me/s/UnityNewsNetwork",37,3,0.081081081081081
"98","https://t.me/s/darkuniverse09",16,3,0.1875
"99","https://t.me/s/openyoureyes2",7,3,0.428571428571429
"100","https://t.me/s/thefinalwakeupcallchannel",5,3,0.6
"101","https://t.me/s/thewholetruthnews",3,3,1
"102","https://t.me/s/ugorossigruppo",4,3,0.75
"103","https://t.me/s/usvoterfraud",8,3,0.375
"104","https://t.me/selbstdenken",12,3,0.25
"105","https://t.me/stormriderq",4,3,0.75
"106","https://t.me/thestormiscoming2021",12,3,0.25
"107","https://t.me/timetravel211",12,3,0.25
"108","https://t.me/AnettGatzka",3,2,0.666666666666667
"109","https://t.me/ExposeThePEDOSendTheCABAL",2,2,1
"110","https://t.me/QV_TeamNews",3,2,0.666666666666667
"111","https://t.me/STFNREPORT",13,2,0.153846153846154
"112","https://t.me/StoryOfBlackBond",3,2,0.666666666666667
"113","https://t.me/Thomas_Sewell",3,2,0.666666666666667
"114","https://t.me/TommyRobinsonNews",17,2,0.117647058823529
"115","https://t.me/bewusstseinswandel2020",2,2,1
"116","https://t.me/copsforcovidtruth",16,2,0.125
"117","https://t.me/deepstatehunter",3,2,0.666666666666667
"118","https://t.me/drue86",13,2,0.153846153846154
"119","https://t.me/gabbichoong",2,2,1
"120","https://t.me/ioapro",3,2,0.666666666666667
"121","https://t.me/maddogholland",7,2,0.285714285714286
"122","https://t.me/s/Corona_Reset",15,2,0.133333333333333
"123","https://t.me/s/DoctorQsBoomBox",9,2,0.222222222222222
"124","https://t.me/s/Ernergieistalles",5,2,0.4
"125","https://t.me/s/FFANZW",13,2,0.153846153846154
"126","https://t.me/s/FreedomEuro",5,2,0.4
"127","https://t.me/s/Frequency_of_Love_channel",7,2,0.285714285714286
"128","https://t.me/s/JusticeByLight",9,2,0.222222222222222
"129","https://t.me/s/Lady_Liberty_9",12,2,0.166666666666667
"130","https://t.me/s/MIKAYOUTUBERS",7,2,0.285714285714286
"131","https://t.me/s/QAnonInternationalInfo",11,2,0.181818181818182
"132","https://t.me/s/QdropsFeed",3,2,0.666666666666667
"133","https://t.me/s/RAWQBoswin",10,2,0.2
"134","https://t.me/s/TheEpochTimes",19,2,0.105263157894737
"135","https://t.me/s/TrumpPatriotNews",3,2,0.666666666666667
"136","https://t.me/s/clivedecarlehealth",8,2,0.25
"137","https://t.me/s/craigkelly",3,2,0.666666666666667
"138","https://t.me/s/davidebergeseQ",8,2,0.25
"139","https://t.me/s/desiree_rover",3,2,0.666666666666667
"140","https://t.me/s/disclosurehub",6,2,0.333333333333333
"141","https://t.me/s/doctolibre",16,2,0.125
"142","https://t.me/s/greatawakening_wwg1wga",5,2,0.4
"143","https://t.me/s/gweverstegen",3,2,0.666666666666667
"144","https://t.me/s/infowarslive",27,2,0.0740740740740741
"145","https://t.me/s/insider_amigo",6,2,0.333333333333333
"146","https://t.me/s/publicannouncement602967921",5,2,0.4
"147","https://t.me/s/qthestormrider777",3,2,0.666666666666667
"148","https://t.me/s/quitefranklytv",4,2,0.5
"149","https://t.me/s/realdustinnemos",11,2,0.181818181818182
"150","https://t.me/s/stewpeters",14,2,0.142857142857143
"151","https://t.me/s/strategieduchoc",3,2,0.666666666666667
"152","https://t.me/s/terminushumain",10,2,0.2
"153","https://t.me/s/the_fall_of_the_Cabal",8,2,0.25
"154","https://t.me/s/truthpills",8,2,0.25
"155","https://t.me/s/warekracht",7,2,0.285714285714286
"156","https://t.me/s/wearethecure1",7,2,0.285714285714286
"157","https://t.me/vvincvvv",2,2,1
"158","https://t.me/AttiviamociTutti",1,1,1
"159","https://t.me/BlutgruppeQ2Q2Q",3,1,0.333333333333333
"160","https://t.me/DWITACHAT",7,1,0.142857142857143
"161","https://t.me/Doc_Heinrich_Fiechtner",1,1,1
"162","https://t.me/EARTHQLEANINGTHUNDER2Q2Q",1,1,1
"163","https://t.me/Fall_of_the_Cabal",4,1,0.25
"164","https://t.me/ItalianPatriots",1,1,1
"165","https://t.me/LesPangolins",5,1,0.2
"166","https://t.me/OfficialOccupyTheGettyPage",5,1,0.2
"167","https://t.me/PAWales",9,1,0.111111111111111
"168","https://t.me/QDisclosure17",4,1,0.25
"169","https://t.me/Q_Anon8",2,1,0.5
