"","channel_url","n","count","share"
"1","https://t.me/klokkenchat",606,107,0.176567656765676
"2","https://t.me/s/LionsNews",50,19,0.38
"3","https://t.me/s/deguldenmiddenweg",35,17,0.485714285714286
"4","https://t.me/s/dewaarheidop1",30,12,0.4
"5","https://t.me/s/vijfvoortwaalf",45,9,0.2
"6","https://t.me/s/ScarletFranciniItaly",32,8,0.25
"7","https://t.me/RinusVerhagen",16,6,0.375
"8","https://t.me/s/derdekamer",7,6,0.857142857142857
"9","https://t.me/s/broederbob",39,5,0.128205128205128
"10","https://t.me/s/REDNEDERLANDPVV",11,4,0.363636363636364
"11","https://t.me/s/ditishetnieuws",11,4,0.363636363636364
"12","https://t.me/s/leefbewust",5,4,0.8
"13","https://t.me/s/vrouwenvoorvrijheid",10,4,0.4
"14","https://t.me/s/hetkantelpunt",10,3,0.3
"15","https://t.me/s/meldhieruwschade",5,3,0.6
"16","https://t.me/GesaraNederland",5,2,0.4
"17","https://t.me/maddogholland",19,2,0.105263157894737
"18","https://t.me/s/Demo1mei2022",3,2,0.666666666666667
"19","https://t.me/s/Frequency_of_Love_channel",5,2,0.4
"20","https://t.me/s/QPatriotsNL",6,2,0.333333333333333
"21","https://t.me/AVVvaccinatieschademelden",16,1,0.0625
"22","https://t.me/FreedomWarriorsUk",3,1,0.333333333333333
"23","https://t.me/WatjenietzietopTV",1,1,1
"24","https://t.me/s/Volk_Wordt_Wakker_kanaal",3,1,0.333333333333333
"25","https://t.me/s/cafemargot",2,1,0.5
"26","https://t.me/s/centrumlichtkind",6,1,0.166666666666667
"27","https://t.me/s/gezond_verstand",2,1,0.5
"28","https://t.me/s/warekracht",4,1,0.25
