"","channel_url","n","count","share"
"1","https://t.me/s/robinmg",99,27,0.272727272727273
"2","https://t.me/s/RealLandDownUnder",190,26,0.136842105263158
"3","https://t.me/s/thuletide",35,23,0.657142857142857
"4","https://t.me/GreatBritishBird_News",112,22,0.196428571428571
"5","https://t.me/s/TheGreatResetTimes",76,19,0.25
"6","https://t.me/FreedomWarriorsUk",118,18,0.152542372881356
"7","https://t.me/s/wch_org",21,18,0.857142857142857
"8","https://t.me/AzazelNews",86,16,0.186046511627907
"9","https://t.me/s/AltSkull48",37,13,0.351351351351351
"10","https://t.me/s/EARTH20GENESIS",51,13,0.254901960784314
"11","https://t.me/s/httpsMEL19",92,13,0.141304347826087
"12","https://t.me/s/jamiemcintyre",26,13,0.5
"13","https://t.me/s/NaturalHealthInfoAdviceWarnings",27,12,0.444444444444444
"14","https://t.me/s/VoicesofRevelation",66,12,0.181818181818182
"15","https://t.me/s/technocraticdystopia",81,12,0.148148148148148
"16","https://t.me/s/TheLightTruthPaper",96,11,0.114583333333333
"17","https://t.me/s/agentsoftruth",87,11,0.126436781609195
"18","https://t.me/s/sotten",48,11,0.229166666666667
"19","https://t.me/s/SGTnewsNetwork",47,10,0.212765957446808
"20","https://t.me/s/TruckersForFreedomGlobal",57,9,0.157894736842105
"21","https://t.me/s/innfacted",33,9,0.272727272727273
"22","https://t.me/ivermectinforsaleworldwide",22,8,0.363636363636364
"23","https://t.me/s/Aussie_News",51,8,0.156862745098039
"24","https://t.me/s/TheNorthUnites",53,8,0.150943396226415
"25","https://t.me/s/flushoutthetruth",88,8,0.090909090909091
"26","https://ttttt.me/DismantlingTheCabal",94,8,0.0851063829787234
"27","https://ttttt.me/worlddoctorsalliance",28,8,0.285714285714286
"28","https://t.me/ThePatriotVoiceUS",45,7,0.155555555555556
"29","https://t.me/disclosetv_chat",108,7,0.0648148148148148
"30","https://t.me/klokkenchat",67,7,0.104477611940298
"31","https://t.me/s/TheConspiracyHole",44,7,0.159090909090909
"32","https://t.me/s/greatreject",50,7,0.14
