"","channel_url","is_climate_post","n"
"1","https://t.me/s/veibz",0,735
"2","https://t.me/qnet17cc",0,366
"3","https://t.me/s/CompactMagazin",0,328
"4","https://t.me/s/fruehwaldinformiert",0,247
"5","https://t.me/wahrheit2020",0,241
"6","http://t.me/freier_informationskanal",0,231
"7","https://t.me/qresearch_it",0,206
"8","https://t.me/s/GrandtGuido",0,174
"9","https://t.me/s/WirSinDasVolk",0,172
"10","https://t.me/s/oliverjanich",0,172
"11","https://t.me/TraugottIckerothLiveticker",0,146
"12","https://t.me/s/InSvensWelt",0,140
"13","https://t.me/s/Wissensmanufaktur1",0,128
"14","https://t.me/s/GeorgeWebb",0,102
"15","https://t.me/s/aureus_press",0,101
"16","https://t.me/s/q_anonymous_kanal_deutschland",0,100
"17","https://t.me/tagesereignisseoffenbarung",0,99
"18","https://t.me/s/waqeupworld",0,94
"19","https://t.me/bewusstseinswandel2020",0,93
"20","https://t.me/hardy_q_anon",0,90
"21","https://t.me/s/the_fall_of_the_Cabal",0,85
"22","https://t.me/s/usvoterfraud",0,81
"23","https://t.me/s/coronasolingen",0,75
"24","https://t.me/klokkenchat",0,74
"25","https://t.me/s/doctolibre",0,73
"26","https://t.me/AzazelNews",0,71
"27","https://t.me/qanonfrance",0,71
"28","https://t.me/s/VigilantFox",0,71
"29","https://t.me/otontv",0,70
"30","https://t.me/s/EvaHermanOffiziell",0,68
"31","https://t.me/FaktenFriedenFreiheit",0,67
"32","https://t.me/s/officialcharliewardshow",0,67
"33","https://t.me/kabalenfighter2",0,66
"34","https://t.me/s/VaccinoCovid_19",0,66
"35","https://t.me/s/tonyvenet",0,62
"36","https://t.me/s/Kulturstudio",0,57
"37","https://t.me/s/Mad_In_Germany",0,57
"38","https://t.me/selbstdenken",0,56
"39","https://t.me/ThePatriotVoiceUS",0,54
"40","https://t.me/s/covfefe_kanal",0,54
"41","https://t.me/QAufwachennextlevel",0,51
"42","https://t.me/s/beholdisraelchannel",0,51
"43","https://t.me/s/Ernergieistalles",0,44
"44","https://t.me/s/liebeisstleben",0,44
"45","https://t.me/praying_medic",0,43
"46","https://t.me/s/join_PLATT_FORM_now",0,43
"47","https://t.me/stormriderq",0,43
"48","https://t.me/s/buergerinformative",0,42
"49","https://t.me/s/THEPROTZMANIANS",0,41
"50","https://t.me/s/ceuxquinousgouvernement",0,41
"51","https://t.me/LesPangolins",0,39
"52","https://t.me/deepstatehunter",0,39
"53","https://t.me/s/coronadatencheck",0,39
"54","https://t.me/buergerinfochat",0,38
"55","https://t.me/s/GianlucaMagiINCOGNITA",0,38
"56","https://t.me/s/Majestic12Mirror",0,38
"57","https://t.me/s/RealLandDownUnder",0,38
"58","https://t.me/s/WaldgangAlbdruck",0,38
"59","https://t.me/s/NaturalHealthInfoAdviceWarnings",0,37
"60","https://t.me/s/PATRIOTEN24",0,37
"61","https://t.me/s/DanielPrinzOffiziell",0,36
"62","https://t.me/s/WE_R_FREE",0,36
"63","https://t.me/thestormistrue",0,36
"64","https://t.me/OfficialOccupyTheGettyPage",0,35
"65","https://t.me/qanonthetruth1",0,35
"66","https://t.me/s/sevenmaexqanons17",0,33
"67","https://t.me/s/urbannightgirl",0,33
"68","https://t.me/DeutscherPatriot2021",0,32
"69","https://t.me/drue86",0,32
"70","https://t.me/s/Xavier_Naidoo",0,32
"71","https://t.me/s/astrozeit",0,32
"72","https://t.me/TeichWWG1WGA",0,31
"73","https://t.me/lichtkriegerforum",0,31
"74","https://t.me/qanonafrique",0,31
"75","https://t.me/s/Hyer971",0,31
"76","https://t.me/s/vereinigteWahrheitsbewegung",0,31
"77","https://t.me/infoNeueZeit/",0,30
"78","https://t.me/s/Fourdirections3132",0,30
"79","https://t.me/s/mindofheart",0,30
"80","https://t.me/wwg1wga  ",0,30
"81","https://t.me/PatriziaRamettaChat",0,29
"82","https://t.me/esercentinogreenpass",0,29
"83","https://t.me/s/infowarslive",0,29
"84","https://t.me/s/macklemachtgutelaune",0,29
"85","https://t.me/s/qanonspiracy",0,29
"86","https://t.me/DigitalPatrioten",0,28
"87","https://t.me/bigchange_channel",0,28
"88","https://t.me/s/ESistVOLLBRACHT",0,28
"89","https://t.me/s/nosmintierontv",0,28
"90","https://t.me/CQLQGNE",0,27
"91","https://t.me/OutoftheBoxTV_kanal2",0,27
"92","https://t.me/conspiracyfactsdeutsch",0,27
"93","https://t.me/s/DieAndereWahrheit",0,27
"94","https://t.me/s/drawandstrikechannel",0,27
"95","https://t.me/s/robinmg",0,27
"96","https://t.me/AnettGatzka",0,26
"97","https://t.me/s/gunnarkaisertv",0,26
"98","https://t.me/s/stargateitalia",0,26
"99","https://t.me/s/EstherSpeaksTruth",0,25
"100","https://t.me/s/Laut_er_staerke",0,25
"101","https://t.me/s/Qparadise",0,25
"102","https://t.me/s/aktivistmann",0,25
"103","https://t.me/s/virtueascending",0,25
"104","https://t.me/qpaper_berlin",0,24
"105","https://t.me/s/tavita67",0,24
"106","https://t.me/timetraveller17",0,24
"107","https://t.me/top20radionews",0,24
"108","https://ttttt.me/worlddoctorsalliance",0,24
"109","https://t.me/qtest17",0,23
"110","https://t.me/s/FrMaWa",0,23
"111","https://t.me/s/aerzte",0,23
"112","https://t.me/Salim_Laibi_LLP",0,22
"113","https://t.me/internationalcoronanews",0,22
"114","https://t.me/s/AllesAusserMainstream",0,22
"115","https://t.me/s/OffenbarungEndzeit",0,22
"116","https://t.me/s/WeTheMedia",0,22
"117","https://t.me/s/holocaustliesexposed",0,22
"118","https://t.me/s/wim4u",0,22
"119","https://t.me/EARTHQLEANINGTHUNDER2Q2Q",0,21
"120","https://t.me/Marieallin",0,21
"121","https://t.me/s/AugenAufAA",0,21
"122","https://t.me/s/Corona_Reset",0,21
"123","https://t.me/s/DigitalChronist",0,21
"124","https://t.me/s/ultimora24",0,21
"125","https://ttttt.me/DismantlingTheCabal",0,21
"126","https://t.me/QV_TeamNews",0,20
"127","https://t.me/s/Freiheit_2022QMenschQ",0,20
"128","https://t.me/s/epochtimesde",0,20
"129","https://t.me/s/infonesh",0,20
"130","https://t.me/s/theplangermany",0,20
"131","https://t.me/sunshine17lh",0,20
"132","https://t.me/hinzuucom",0,19
"133","https://t.me/real_jeannedarc",0,19
"134","https://t.me/s/AwakeningHere",0,19
"135","https://t.me/s/BannonWarRoom",0,19
"136","https://t.me/s/aufwach",0,19
"137","https://t.me/s/evarosen",0,19
"138","https://t.me/s/thewholetruthnews",0,19
"139","https://t.me/Canale_Veleno",0,18
"140","https://t.me/GreatBritishBird_News",0,18
"141","https://t.me/ah2020_org_canal",0,18
"142","https://t.me/s/TheTruthSeekersChannel",0,18
"143","https://t.me/s/Uyanis_Turkiye",0,18
"144","https://t.me/s/antiilluminaten",0,18
"145","https://t.me/s/davebrych_public",0,18
"146","https://t.me/s/linfoautrement",0,18
"147","https://t.me/s/paragafendschugel",0,18
"148","https://t.me/s/tonitano",0,18
"149","https://t.me/channel17_wiesbaden_mainz",0,17
"150","https://t.me/newskitchen24",0,17
"151","https://t.me/s/DrJaneRuby",0,17
"152","https://t.me/s/ExpressZeitung",0,17
"153","https://t.me/s/ThePlanIlCambiamento",0,17
"154","https://t.me/newsflash17q",0,16
"155","https://t.me/s/Kinder_schuetzen",0,16
"156","https://t.me/s/Top20radioMediCorona",0,16
"157","https://t.me/s/Wombel_Kunst",0,16
"158","https://t.me/s/maxmassimi",0,16
"159","https://t.me/s/neverforgetnikiblog",0,16
"160","https://t.me/BlutgruppeQ2Q2Q",0,15
"161","https://t.me/Klartext2021Gemeinsam",0,15
"162","https://t.me/Sammlung_Bernd_Gaa",0,15
"163","https://t.me/gartenbaucenter17",0,15
"164","https://t.me/qage2020",0,15
"165","https://t.me/s/FaschismusfreiesDeutschland",0,15
"166","https://t.me/s/LAVERITEVOUSRENDRALIBRES",0,15
"167","https://t.me/s/QanencannelHH",0,15
"168","https://t.me/s/QanonAustria",0,15
"169","https://t.me/s/TrumpJr",0,15
"170","https://t.me/s/httpsMEL19",0,15
"171","https://t.me/s/saraslightfight",0,15
"172","https://t.me/standpunkt",0,15
"173","https://t.me/worldnews2q2q",0,15
"174","https://t.me/akakskskl",0,14
"175","https://t.me/fragunsdoch_WWG1WGA",0,14
"176","https://t.me/hallo2qmin",0,14
"177","https://t.me/ivermectinforsaleworldwide",0,14
"178","https://t.me/jqhnspartan",0,14
"179","https://t.me/projektcamelot",0,14
"180","https://t.me/q_operation_gargamel_telegramm",0,14
"181","https://t.me/s/Austria_Sword_of_truth",0,14
"182","https://t.me/s/BritishNursingAllianceSpeak",0,14
"183","https://t.me/s/EARTH20GENESIS",0,14
"184","https://t.me/s/LeonardoFaccoQuotidiano",0,14
"185","https://t.me/s/TheConspiracyHole",0,14
"186","https://t.me/s/atlasinitiative",0,14
"187","https://t.me/s/freeaddicted",0,14
"188","https://t.me/s/ninoscorner",0,14
"189","https://t.me/s/patriot_bayern",0,14
"190","https://t.me/s/project_veritas",0,14
"191","https://t.me/videodump1",0,14
"192","https://t.me/DDay1978",0,13
"193","https://t.me/NicholasVeniamin",0,13
"194","https://t.me/emakrusichat",0,13
"195","https://t.me/killuminati82",0,13
"196","https://t.me/s/BitchBotBoiiLive",0,13
"197","https://t.me/s/DieStundeDerWahrheit",0,13
"198","https://t.me/s/FreiheitDerGedanken",0,13
"199","https://t.me/s/MurderTheMedia",0,13
"200","https://t.me/s/TheLightTruthPaper",0,13
"201","https://t.me/s/VemHiuTyDy",0,13
"202","https://t.me/s/Whiplash347",0,13
"203","https://t.me/s/ghostpoints28",0,13
"204","https://t.me/s/takeactioncanada",0,13
"205","https://t.me/weare17a_sky",0,13
"206","https://t.me/Haintz",0,12
"207","https://t.me/KlarTraum_Offenlegungen",0,12
"208","https://t.me/Tat_Sachen",0,12
"209","https://t.me/derwechsel",0,12
"210","https://t.me/einer_fuer_alle_alle_fuer_einen",0,12
"211","https://t.me/s/DasPatriotenNetzwerk_Kanal",0,12
"212","https://t.me/s/Kampf_fuer_unsere_Zukunft",0,12
"213","https://t.me/s/KanekoaTheGreat",0,12
"214","https://t.me/s/NachrichtenTelegram",0,12
"215","https://t.me/s/StayAwakeTermine",0,12
"216","https://t.me/s/childrenshd",0,12
"217","https://t.me/s/davidavocadowolfe",0,12
"218","https://t.me/s/diplomateninterviews",0,12
"219","https://t.me/s/followsthewhiterabbit",0,12
