"","post_id","channel","post_date","post_url","content","detected_language","likes","links","views","forwards","forwarded_from","cryptocurrency_addresses","reply_to","named_entities","id","screenname","name","channel_url","category","public","chat","source","platform_id","notes","country","platform","date_created","followers","description","verified","date_archived","description_url","type","date","is_climate_post"
"1",130645649,7558,"03/03/23 09:15","https://t.me/s/dawid_snowden/16923","EKELHAFT!!!
In ein paar Tagen können Insekten ohne Kennzeichnung ins Essen gemischt werden. WIDERLICH!

Ich weiß die Meisten werden mich auch für diese kleine Botschaft verdammen, verfluchen und schnell das Abo löschen. Aber für alle die es betrifft: Es ist die traurige Wahrheit.

——

Unterstütze meine Arbeit:

Andreas Goebel
IBAN: LT673500010008036053
BIC: EVIULT2VXXX

BitCoin: 151MfuZ8LcQuo5sc3jUTUQeag3BARoHWUE

Geschenke: https://amzn.to/2mpQtHn

Postfach:
Andreas Goebel
Postfach 31 01 28
57044 Siegen","de",NA,"[u'https://amzn.to/2mpQtHn']",4802,127,16762,"[u'151MfuZ8LcQuo5sc3jUTUQeag3BARoHWUE']",NA,"[{u'text': u'Abo', u'type': u'MISC'}]",7558,"Faktenfick","🔥 Dawid Snowden🔥","https://t.me/s/dawid_snowden","","true","false","snowball_complete",1412052815,"","","Telegram","05/04/21 19:37",17517,"","false","11/06/23 21:16",NA,"iban",2023-03-03,1
"2",38290044,15035,"03/02/23 20:45","https://t.me/s/patriot_bayern/30965","Eat ze bugs – Von knusprigen Heuschrecken und anderen Grauslichkeiten- Report24

https://www.bitchute.com/video/gqIt0PYs0zZW/

Quelle/Zitat: https://report24.news/
https://t.me/report24news

Wussten Sie, dass Biene Maya ziemlich einsam ist, seit Klaus Schwab ihren Kumpel Flip an die Bevölkerung verfüttert hat? Die reibungslose Zulassung von Insekten in unserem Essen und das Schweigen der Masse dazu zeigt deutlich: Dem Großteil der Menschheit ist es scheißegal, was man ihm auf dem Teller vorsetzt. Und Schwabi lacht sich ins Fäustchen, während er sich mit seinen WEF-Kumpanen das Koberind auf der Zunge zergehen lässt.

Wir bieten Nachrichten zu Themen aus aller Welt an – vollständig unabhängig von politischen Parteien, Institutionen und Interessengruppen. Nur so können wir Ihnen eine freie und unbeeinflusste Berichterstattung nach hohen journalistischen Standards garantieren. Unsere Unabhängigkeit bedeutet allerdings auch, dass wir nicht durch staatliche Mittel finanziert werden: Wir sind daher auf die private Unterstützung unserer Leser angewiesen. Wenn Sie unsere Arbeit unterstützen wollen, lassen Sie uns eine Spende zukommen! 

Unser Bankkonto lautet:

Konto: LT69 3250 0247 1232 4689
BIC: REVOLT21

https://report24.news/
https://t.me/report24news

https://www.bitchute.com/video/gqIt0PYs0zZW/

#Produktmeldestelle #Lebensmittel #Insekten
https://t.me/ilblistgruppe

Diskussionsrunde #Zusatzstoffe in #Lebensmitteln
https://t.me/InsektenFriedhof

#Insekten #Lebensmittel #Blacklist
https://t.me/ilblist

https://www.bitchute.com/video/gqIt0PYs0zZW/

https://t.me/patriot_bayern
https://vk.com/patriotbayern
https://gab.com/PartiotBayern
https://gettr.com/user/patriotbayern
https://parler.com/PatriotBayern
https://t.me/derklimaschwindel
https://t.me/FREIE_UNZENSIERTE_MEDIEN
https://twitter.com/BayernPatriot
https://www.bitchute.com/channel/patriot-bayern

https://www.bitchute.com/video/gqIt0PYs0zZW/

#Heuschrecken #Insekten #Nahrung #Nahrungsmittel #Insektenfressen #NWO #Greatreset #KlausSchwab #WEF","de",NA,"[u'https://gab.com/PartiotBayern', u'https://t.me/derklimaschwindel', u'https://vk.com/patriotbayern', u'https://t.me/report24news', u'https://gettr.com/user/patriotbayern', u'https://report24.news/', u'https://t.me/ilblistgruppe', u'https://twitter.com/BayernPatriot', u'https://t.me/InsektenFriedhof', u'https://t.me/ilblist', u'https://www.bitchute.com/video/gqIt0PYs0zZW/', u'https://t.me/FREIE_UNZENSIERTE_MEDIEN', u'https://www.bitchute.com/channel/patriot-bayern', u'https://t.me/patriot_bayern', u'https://parler.com/PatriotBayern']",16,0,17558,"[]",NA,"[{u'text': u'Eat ze bugs', u'type': u'MISC'}, {u'text': u'Maya', u'type': u'MISC'}, {u'text': u'Klaus Schwab', u'type': u'PER'}, {u'text': u'Schwabi', u'type': u'PER'}, {u'text': u'LT69', u'type': u'MISC'}, {u'text': u'Greatreset', u'type': u'ORG'}]",15035,"patriot_bayern","Patriot Bayern Kanal","https://t.me/s/patriot_bayern","conspiracy","true","false","researcher",1273474644,"","[u'DE']","Telegram","15/08/20 16:40",198,"https://t.me/derklimaschwindel https://t.me/FREIE_UNZENSIERTE_MEDIEN t.me/patriot_bayern2 bitchute.com/channel/patriot-bayern https://vk.com/patriotbayern","false","18/05/23 20:27",NA,"iban",2023-02-03,1
"3",38060225,15035,"27/01/23 23:23","https://t.me/s/patriot_bayern/30748","„15-Minuten-Städte“: Digitale Gulags gegen die „Klima-Apokalypse“? 🚧 - Auf1TV

https://www.bitchute.com/video/3plRakilNj4k/

Die Globalisten werden nie müde, sich neuen Unsinn auszudenken, um ihre Ziele zu rechtfertigen. So soll zur Verhinderung der angeblich unmittelbar bevorstehenden Klima-Apokalypse das Leben der Menschen radikal umgebaut werden. Und zwar mit „15-Minuten-Städten“. Alle normalen Bürger sollen sich nur noch innerhalb eines kleines Rahmens bewegen dürfen. Dieses irre Vorhaben ist gewissermaßen die Fortsetzung der Corona-Lockdowns. Denn das Ziel ist das gleiche: Die Menschen sollen in einer Art digtalem Gulag eingesperrt und überwacht werden.

👉🏻 Aktiv werden gegen den Great Reset und die globalistischen Pläne sichtbar machen mit Aufklebern und Infomaterial von AUF1.

➡️ Der neue Aufkleber „Sei keine Marionette“

 (https://www.auf1.shop/products/aufkleber-marionette)➡️ Aufkleber „The Great Reset“

 (https://www.auf1.shop/collections/kampagne/products/aufkleber-great-reset)📘 Infobroschüre zum Great Reset

 (https://www.auf1.shop/collections/kampagne/products/faltblatt-great-reset)👕 Widerstands-T-Shirt „The Great Resist“ (https://www.auf1.shop/collections/bekleidung/products/t-shirt-great-resist)

Wir sind unabhängig und kritisch, weil Sie uns unterstützen:

IBAN: AT50 2032 0321 0058 6713
BIC: ASPKAT2LXXX

https://www.bitchute.com/video/3plRakilNj4k/

Der Zensur zum Trotz: Folgen Sie uns auf Telegram (https://t.me/auf1tv) und tragen Sie sich jetzt in den zensurfreien Newsletter von AUF1 ein, um rechtzeitig vorzubauen: https://auf1.tv/newsletter
https://auf1.tv/
https://t.me/auf1tv
https://auf1.info/

https://www.bitchute.com/video/3plRakilNj4k/

Bitte abonnieren - folgen
https://t.me/patriot_bayern
https://vk.com/patriotbayern
https://gab.com/PartiotBayern
https://gettr.com/user/patriotbayern
https://parler.com/PatriotBayern
https://t.me/derklimaschwindel
https://t.me/FREIE_UNZENSIERTE_MEDIEN
https://twitter.com/BayernPatriot
https://www.bitchute.com/channel/patriot-bayern

https://www.bitchute.com/video/3plRakilNj4k/

#NWO #GreatReset #WEF #KlausSchwab #DigitaleGulags #Bargeldabschaffung #DigitalID #Klimaschwindel #Globalisten #KlimaApokalypse #CoronaLockdown #KlimaLockdown","de",NA,"[u'https://www.auf1.shop/collections/kampagne/products/aufkleber-great-reset', u'https://www.auf1.shop/collections/kampagne/products/faltblatt-great-reset', u'https://vk.com/patriotbayern', u'https://www.auf1.shop/products/aufkleber-marionette', u'https://gettr.com/user/patriotbayern', u'https://www.bitchute.com/channel/patriot-bayern', u'https://auf1.info/', u'https://t.me/patriot_bayern', u'https://t.me/FREIE_UNZENSIERTE_MEDIEN', u'https://t.me/auf1tv', u'https://parler.com/PatriotBayern', u'https://twitter.com/BayernPatriot', u'https://auf1.tv/', u'https://gab.com/PartiotBayern', u'https://www.bitchute.com/video/3plRakilNj4k/', u'https://www.auf1.shop/collections/bekleidung/products/t-shirt-great-resist', u'https://auf1.tv/newsletter', u'https://t.me/derklimaschwindel']",2,0,17558,"[]",NA,"[{u'text': u'Digitale Gulags', u'type': u'MISC'}, {u'text': u'Auf1TV\n\nhttps://www.bitchute.com/video/3plRakilNj4k/\n\nDie Globalisten', u'type': u'MISC'}, {u'text': u'Klima-Apokalypse', u'type': u'LOC'}, {u'text': u'Corona-Lockdowns. Denn', u'type': u'MISC'}, {u'text': u'\U0001f3fb', u'type': u'MISC'}, {u'text': u'Great Reset', u'type': u'LOC'}, {u'text': u'AUF1.\n\n\u27a1\ufe0f Der neue Aufkleber', u'type': u'MISC'}, {u'text': u'Great Reset\n\n (https://www.auf1.shop/collections/kampagne/products/faltblatt-great-reset)\U0001f455 Widerstands-T-Shirt', u'type': u'LOC'}, {u'text': u'The Great Resist\u201c', u'type': u'MISC'}, {u'text': u'AT50', u'type': u'MISC'}, {u'text': u'AUF1', u'type': u'MISC'}, {u'text': u'https://auf1.tv/newsletter\nhttps://auf1.tv/\nhttps://t.me/auf1tv\nhttps://auf1.info/\n\nhttps://www.bitchute.com/video/3plRakilNj4k/\n\nBitte', u'type': u'MISC'}, {u'text': u'GreatReset', u'type': u'ORG'}, {u'text': u'WEF', u'type': u'ORG'}, {u'text': u'DigitalID', u'type': u'MISC'}, {u'text': u'KlimaApokalypse', u'type': u'ORG'}, {u'text': u'CoronaLockdown', u'type': u'ORG'}]",15035,"patriot_bayern","Patriot Bayern Kanal","https://t.me/s/patriot_bayern","conspiracy","true","false","researcher",1273474644,"","[u'DE']","Telegram","15/08/20 16:40",198,"https://t.me/derklimaschwindel https://t.me/FREIE_UNZENSIERTE_MEDIEN t.me/patriot_bayern2 bitchute.com/channel/patriot-bayern https://vk.com/patriotbayern","false","18/05/23 20:27",NA,"iban",2023-01-27,1
"4",37473086,4097,"12/01/23 20:59","https://t.me/s/DieAndereWahrheit/53141","[TTV News Nr. 3 – 12. Januar 2023](https://transition-tv.ch/sendung/ttv-news-nr-3)       
💡SWISS-Mitarbeiter am Event 201 & CEO am WEF (00:50)
💡Swissmedic will unbefristete Zulassung für Comirnaty (04:09)
💡NATO wird zum Angriffspakt (07:57)
💡Eingepfercht & überwacht: Smart Citys (14:23)
💡«Wir können anders»: Von Samen und Grashüpfern (21:44)

Sendung al[s Einzelbeiträge](https://t.me/TransitionTV_EB) 

Mögen Sie unsere Arbeit?
Unterstützung v[ia TW](https://donate.raisenow.io/xvykd) INT ❤️
o[der Pa](https://paypal.me/TransitionTV) yPal ❤️

oder 🏦-Zahlung:

IBAN CHF: CH27 0645 0600 3117 8783 9 
IBAN EUR: CH05 0645 0600 3117 8784 7 

💡Für Sie auf folgenden Kanä[len](https://rumble.com/user/TTVnews)[💡
Telegr](https://t.me/TransitionTV)
am[| Rum](https://rumble.com/user/TTVnews)  bl[e | Insta](https://www.instagram.com/transition_tv)  g[ram |](https://coronatransition.locals.com/)  Lo[cals |](https://www.tiktok.com/@transition_tv_)  TikTok","de",NA,"[u'https://www.instagram.com/transition_tv', u'https://t.me/TransitionTV', u'https://transition-tv.ch/sendung/ttv-news-nr-3', u'https://paypal.me/TransitionTV', u'https://rumble.com/user/TTVnews', u'https://coronatransition.locals.com/', u'https://t.me/TransitionTV_EB', u'https://www.tiktok.com/@transition_tv_', u'https://donate.raisenow.io/xvykd']",199,3,11169,"[]",NA,"[{u'text': u'TTV News Nr.', u'type': u'ORG'}, {u'text': u'SWISS-Mitarbeiter', u'type': u'ORG'}, {u'text': u'Event 201 & CEO', u'type': u'ORG'}, {u'text': u'WEF', u'type': u'ORG'}, {u'text': u'Comirnaty', u'type': u'MISC'}, {u'text': u'yPal \u2764\ufe0f\n\noder \U0001f3e6-Zahlung:\n\nIBAN CHF:', u'type': u'MISC'}, {u'text': u'CH27', u'type': u'MISC'}, {u'text': u'CH05', u'type': u'MISC'}]",4097,"DieAndereWahrheit","Die andere Wahrheit, was die MSM verschweigt","https://t.me/s/DieAndereWahrheit","","true","false","snowball_complete",1371094421,"","","Telegram","17/05/20 09:23",3919,"Sini Hess
https://www.youtube.com/channel/UCLdB8xQkEPFSxxnBGSrko-Q
@SiniHess
sinihess@gmail.com 
Haftungsausschluss:
Siehe 👇
https://t.me/DieAndereWahrheit/8116
📍Bitte um Unterstützung gegen Staatsverfolgung 👇👇📍
https://t.me/DieAndereWahrheit/26060","false","18/05/23 20:16",NA,"iban",2023-01-12,1
"5",37467050,629,"12/01/23 18:38","https://t.me/s/waqeupworld/252575","[TTV News Nr. 3 – 12. Januar 2023](https://transition-tv.ch/sendung/ttv-news-nr-3)       
💡SWISS-Mitarbeiter am Event 201 & CEO am WEF (00:50)
💡Swissmedic will unbefristete Zulassung für Comirnaty (04:09)
💡NATO wird zum Angriffspakt (07:57)
💡Eingepfercht & überwacht: Smart Citys (14:23)
💡«Wir können anders»: Von Samen und Grashüpfern (21:44)

Sendung al[s Einzelbeiträge](https://t.me/TransitionTV_EB) 

Mögen Sie unsere Arbeit?
Unterstützung v[ia TW](https://donate.raisenow.io/xvykd) INT ❤️
o[der Pa](https://paypal.me/TransitionTV) yPal ❤️

oder 🏦-Zahlung:

IBAN CHF: CH27 0645 0600 3117 8783 9 
IBAN EUR: CH05 0645 0600 3117 8784 7 

💡Für Sie auf folgenden Kanä[len](https://rumble.com/user/TTVnews)[💡
Telegr](https://t.me/TransitionTV)
am[| Rum](https://rumble.com/user/TTVnews)  bl[e | Insta](https://www.instagram.com/transition_tv)  g[ram |](https://coronatransition.locals.com/)  Lo[cals |](https://www.tiktok.com/@transition_tv_)  TikTok","de",NA,"[u'https://www.instagram.com/transition_tv', u'https://t.me/TransitionTV', u'https://transition-tv.ch/sendung/ttv-news-nr-3', u'https://paypal.me/TransitionTV', u'https://rumble.com/user/TTVnews', u'https://coronatransition.locals.com/', u'https://t.me/TransitionTV_EB', u'https://www.tiktok.com/@transition_tv_', u'https://donate.raisenow.io/xvykd']",22,1,11169,"[]",NA,"[{u'text': u'TTV News Nr.', u'type': u'ORG'}, {u'text': u'SWISS-Mitarbeiter', u'type': u'ORG'}, {u'text': u'Event 201 & CEO', u'type': u'ORG'}, {u'text': u'WEF', u'type': u'ORG'}, {u'text': u'Comirnaty', u'type': u'MISC'}, {u'text': u'yPal \u2764\ufe0f\n\noder \U0001f3e6-Zahlung:\n\nIBAN CHF:', u'type': u'MISC'}, {u'text': u'CH27', u'type': u'MISC'}, {u'text': u'CH05', u'type': u'MISC'}]",629,"waqeupworld","WakeupWorld Archiv","https://t.me/s/waqeupworld","qanon_content","true","false","researcher",1464234155,"","[u'DE']","Telegram","07/10/20 19:31",32691,"✨✨✨✨WWG1WGA ✨✨Gemeinsam verändern wir die Welt 🌎@WAQEUPWORLD_bot 
Ich möchte darauf hinweisen, das die WAQEUPWORLD ein reiner Transferkanal ist, eine Sammlung an Infos zu 97%  aus Kanälen um das Puzzle des Erkennens und Wissens zu vervollständigen.","false","07/07/22 01:33",NA,"iban",2023-01-12,1
"6",37465659,15035,"12/01/23 18:13","https://t.me/s/patriot_bayern/30320","[TTV News Nr. 3 – 12. Januar 2023](https://transition-tv.ch/sendung/ttv-news-nr-3)       
💡SWISS-Mitarbeiter am Event 201 & CEO am WEF (00:50)
💡Swissmedic will unbefristete Zulassung für Comirnaty (04:09)
💡NATO wird zum Angriffspakt (07:57)
💡Eingepfercht & überwacht: Smart Citys (14:23)
💡«Wir können anders»: Von Samen und Grashüpfern (21:44)

Sendung al[s Einzelbeiträge](https://t.me/TransitionTV_EB) 

Mögen Sie unsere Arbeit?
Unterstützung v[ia TW](https://donate.raisenow.io/xvykd) INT ❤️
o[der Pa](https://paypal.me/TransitionTV) yPal ❤️

oder 🏦-Zahlung:

IBAN CHF: CH27 0645 0600 3117 8783 9 
IBAN EUR: CH05 0645 0600 3117 8784 7 

💡Für Sie auf folgenden Kanä[len](https://rumble.com/user/TTVnews)[💡
Telegr](https://t.me/TransitionTV)
am[| Rum](https://rumble.com/user/TTVnews)  bl[e | Insta](https://www.instagram.com/transition_tv)  g[ram |](https://coronatransition.locals.com/)  Lo[cals |](https://www.tiktok.com/@transition_tv_)  TikTok","de",NA,"[u'https://www.instagram.com/transition_tv', u'https://t.me/TransitionTV', u'https://transition-tv.ch/sendung/ttv-news-nr-3', u'https://paypal.me/TransitionTV', u'https://rumble.com/user/TTVnews', u'https://coronatransition.locals.com/', u'https://t.me/TransitionTV_EB', u'https://www.tiktok.com/@transition_tv_', u'https://donate.raisenow.io/xvykd']",14,0,11169,"[]",NA,"[{u'text': u'TTV News Nr.', u'type': u'ORG'}, {u'text': u'SWISS-Mitarbeiter', u'type': u'ORG'}, {u'text': u'Event 201 & CEO', u'type': u'ORG'}, {u'text': u'WEF', u'type': u'ORG'}, {u'text': u'Comirnaty', u'type': u'MISC'}, {u'text': u'yPal \u2764\ufe0f\n\noder \U0001f3e6-Zahlung:\n\nIBAN CHF:', u'type': u'MISC'}, {u'text': u'CH27', u'type': u'MISC'}, {u'text': u'CH05', u'type': u'MISC'}]",15035,"patriot_bayern","Patriot Bayern Kanal","https://t.me/s/patriot_bayern","conspiracy","true","false","researcher",1273474644,"","[u'DE']","Telegram","15/08/20 16:40",198,"https://t.me/derklimaschwindel https://t.me/FREIE_UNZENSIERTE_MEDIEN t.me/patriot_bayern2 bitchute.com/channel/patriot-bayern https://vk.com/patriotbayern","false","18/05/23 20:27",NA,"iban",2023-01-12,1
"7",37465395,795,"12/01/23 18:07","https://t.me/standpunkt/32150","[TTV News Nr. 3 – 12. Januar 2023](https://transition-tv.ch/sendung/ttv-news-nr-3)       
💡SWISS-Mitarbeiter am Event 201 & CEO am WEF (00:50)
💡Swissmedic will unbefristete Zulassung für Comirnaty (04:09)
💡NATO wird zum Angriffspakt (07:57)
💡Eingepfercht & überwacht: Smart Citys (14:23)
💡«Wir können anders»: Von Samen und Grashüpfern (21:44)

Sendung al[s Einzelbeiträge](https://t.me/TransitionTV_EB) 

Mögen Sie unsere Arbeit?
Unterstützung v[ia TW](https://donate.raisenow.io/xvykd) INT ❤️
o[der Pa](https://paypal.me/TransitionTV) yPal ❤️

oder 🏦-Zahlung:

IBAN CHF: CH27 0645 0600 3117 8783 9 
IBAN EUR: CH05 0645 0600 3117 8784 7 

💡Für Sie auf folgenden Kanä[len](https://rumble.com/user/TTVnews)[💡
Telegr](https://t.me/TransitionTV)
am[| Rum](https://rumble.com/user/TTVnews)  bl[e | Insta](https://www.instagram.com/transition_tv)  g[ram |](https://coronatransition.locals.com/)  Lo[cals |](https://www.tiktok.com/@transition_tv_)  TikTok","de",NA,"[u'https://www.instagram.com/transition_tv', u'https://t.me/TransitionTV', u'https://transition-tv.ch/sendung/ttv-news-nr-3', u'https://paypal.me/TransitionTV', u'https://rumble.com/user/TTVnews', u'https://coronatransition.locals.com/', u'https://t.me/TransitionTV_EB', u'https://www.tiktok.com/@transition_tv_', u'https://donate.raisenow.io/xvykd']",112,0,11169,"[]",NA,"[{u'text': u'TTV News Nr.', u'type': u'ORG'}, {u'text': u'SWISS-Mitarbeiter', u'type': u'ORG'}, {u'text': u'Event 201 & CEO', u'type': u'ORG'}, {u'text': u'WEF', u'type': u'ORG'}, {u'text': u'Comirnaty', u'type': u'MISC'}, {u'text': u'yPal \u2764\ufe0f\n\noder \U0001f3e6-Zahlung:\n\nIBAN CHF:', u'type': u'MISC'}, {u'text': u'CH27', u'type': u'MISC'}, {u'text': u'CH05', u'type': u'MISC'}]",795,"standpunkt","StandPunkt","https://t.me/standpunkt","conspiracy","true","false","researcher",1187196652,"","[u'CH']","Telegram","09/09/20 10:16",2344,"StandPunkt ist ein News-Kanal, bei dem wichtiges an erster Stelle steht.

Hast Du ebenfalls Neuigkeiten, teile dies auf StandPunkt-Gequak https://t.me/standpunktgequake","false","04/07/22 12:51",NA,"iban",2023-01-12,1
"8",37463747,4273,"12/01/23 17:37","https://t.me/s/CoronaTransition/5697","[TTV News Nr. 3 – 12. Januar 2023](https://transition-tv.ch/sendung/ttv-news-nr-3)       
💡SWISS-Mitarbeiter am Event 201 & CEO am WEF (00:50)
💡Swissmedic will unbefristete Zulassung für Comirnaty (04:09)
💡NATO wird zum Angriffspakt (07:57)
💡Eingepfercht & überwacht: Smart Citys (14:23)
💡«Wir können anders»: Von Samen und Grashüpfern (21:44)

Sendung al[s Einzelbeiträge](https://t.me/TransitionTV_EB) 

Mögen Sie unsere Arbeit?
Unterstützung v[ia TW](https://donate.raisenow.io/xvykd) INT ❤️
o[der Pa](https://paypal.me/TransitionTV) yPal ❤️

oder 🏦-Zahlung:

IBAN CHF: CH27 0645 0600 3117 8783 9 
IBAN EUR: CH05 0645 0600 3117 8784 7 

💡Für Sie auf folgenden Kanä[len](https://rumble.com/user/TTVnews)[💡
Telegr](https://t.me/TransitionTV)
am[| Rum](https://rumble.com/user/TTVnews)  bl[e | Insta](https://www.instagram.com/transition_tv)  g[ram |](https://coronatransition.locals.com/)  Lo[cals |](https://www.tiktok.com/@transition_tv_)  TikTok","de",NA,"[u'https://www.instagram.com/transition_tv', u'https://t.me/TransitionTV', u'https://transition-tv.ch/sendung/ttv-news-nr-3', u'https://paypal.me/TransitionTV', u'https://rumble.com/user/TTVnews', u'https://coronatransition.locals.com/', u'https://t.me/TransitionTV_EB', u'https://www.tiktok.com/@transition_tv_', u'https://donate.raisenow.io/xvykd']",1853,14,11169,"[]",NA,"[{u'text': u'TTV News Nr.', u'type': u'ORG'}, {u'text': u'SWISS-Mitarbeiter', u'type': u'ORG'}, {u'text': u'Event 201 & CEO', u'type': u'ORG'}, {u'text': u'WEF', u'type': u'ORG'}, {u'text': u'Comirnaty', u'type': u'MISC'}, {u'text': u'yPal \u2764\ufe0f\n\noder \U0001f3e6-Zahlung:\n\nIBAN CHF:', u'type': u'MISC'}, {u'text': u'CH27', u'type': u'MISC'}, {u'text': u'CH05', u'type': u'MISC'}]",4273,"CoronaTransition","Corona Transition","https://t.me/s/CoronaTransition","","true","false","snowball_complete",1474710376,"","","Telegram","27/05/20 21:21",17075,"Transition News berichtet täglich über News und Projekte rund um die Veränderungen der Corona-Krise und der Agenda des Great-Reset.","false","10/06/22 11:21",NA,"iban",2023-01-12,1
"9",36249793,4097,"12/12/22 18:46","https://t.me/s/DieAndereWahrheit/51828","[TTV News Nr. 117 – 12. Dezember 2022](https://transition-tv.ch/sendung/ttv-news-nr-117)       
💡Abschaffung von Bargeld rückt näher (00:42)
💡15-Minuten-Stadt Oxford: Klima- oder Verkehrs-Lockdown? (04:26)
💡Referendum gegen Ausweiszwang im Internet (09:39)
💡Strafanzeige gegen Bundesrat Berset (14:20)
💡Veranstaltungen & Hinweise (17:00)


Sendung al[s Einzelbeiträge](https://t.me/TransitionTV_EB) 

Mögen Sie unsere Arbeit?
Unterstützung v[ia TW](https://donate.raisenow.io/xvykd) INT ❤️
o[der Pa](https://paypal.me/TransitionTV) yPal ❤️

oder 🏦-Zahlung:

IBAN CHF: CH27 0645 0600 3117 8783 9 
IBAN EUR: CH05 0645 0600 3117 8784 7 

💡Für Sie auf folgenden Kanä[len](https://rumble.com/user/TTVnews)[💡
Telegr](https://t.me/TransitionTV)
am[| Rum](https://rumble.com/user/TTVnews)  bl[e | Insta](https://www.instagram.com/transition_tv)  g[ram |](https://coronatransition.locals.com/)  Lo[cals |](https://www.tiktok.com/@transition_tv_)  TikTok","de",NA,"[u'https://www.tiktok.com/@transition_tv_', u'https://rumble.com/user/TTVnews', u'https://coronatransition.locals.com/', u'https://t.me/TransitionTV_EB', u'https://paypal.me/TransitionTV', u'https://donate.raisenow.io/xvykd', u'https://t.me/TransitionTV', u'https://transition-tv.ch/sendung/ttv-news-nr-117', u'https://www.instagram.com/transition_tv']",275,4,11169,"[]",NA,"[{u'text': u'TTV News', u'type': u'ORG'}, {u'text': u'Internet', u'type': u'MISC'}, {u'text': u'Berset', u'type': u'PER'}, {u'text': u'yPal \u2764\ufe0f\n\noder \U0001f3e6-Zahlung:\n\nIBAN CHF:', u'type': u'MISC'}, {u'text': u'CH27', u'type': u'MISC'}, {u'text': u'CH05', u'type': u'MISC'}]",4097,"DieAndereWahrheit","Die andere Wahrheit, was die MSM verschweigt","https://t.me/s/DieAndereWahrheit","","true","false","snowball_complete",1371094421,"","","Telegram","17/05/20 09:23",3919,"Sini Hess
https://www.youtube.com/channel/UCLdB8xQkEPFSxxnBGSrko-Q
@SiniHess
sinihess@gmail.com 
Haftungsausschluss:
Siehe 👇
https://t.me/DieAndereWahrheit/8116
📍Bitte um Unterstützung gegen Staatsverfolgung 👇👇📍
https://t.me/DieAndereWahrheit/26060","false","18/05/23 20:16",NA,"iban",2022-12-12,1
"10",36245812,795,"12/12/22 17:06","https://t.me/standpunkt/29828","[TTV News Nr. 117 – 12. Dezember 2022](https://transition-tv.ch/sendung/ttv-news-nr-117)       
💡Abschaffung von Bargeld rückt näher (00:42)
💡15-Minuten-Stadt Oxford: Klima- oder Verkehrs-Lockdown? (04:26)
💡Referendum gegen Ausweiszwang im Internet (09:39)
💡Strafanzeige gegen Bundesrat Berset (14:20)
💡Veranstaltungen & Hinweise (17:00)


Sendung al[s Einzelbeiträge](https://t.me/TransitionTV_EB) 

Mögen Sie unsere Arbeit?
Unterstützung v[ia TW](https://donate.raisenow.io/xvykd) INT ❤️
o[der Pa](https://paypal.me/TransitionTV) yPal ❤️

oder 🏦-Zahlung:

IBAN CHF: CH27 0645 0600 3117 8783 9 
IBAN EUR: CH05 0645 0600 3117 8784 7 

💡Für Sie auf folgenden Kanä[len](https://rumble.com/user/TTVnews)[💡
Telegr](https://t.me/TransitionTV)
am[| Rum](https://rumble.com/user/TTVnews)  bl[e | Insta](https://www.instagram.com/transition_tv)  g[ram |](https://coronatransition.locals.com/)  Lo[cals |](https://www.tiktok.com/@transition_tv_)  TikTok","de",NA,"[u'https://www.tiktok.com/@transition_tv_', u'https://rumble.com/user/TTVnews', u'https://coronatransition.locals.com/', u'https://t.me/TransitionTV_EB', u'https://paypal.me/TransitionTV', u'https://donate.raisenow.io/xvykd', u'https://t.me/TransitionTV', u'https://transition-tv.ch/sendung/ttv-news-nr-117', u'https://www.instagram.com/transition_tv']",148,0,11169,"[]",NA,"[{u'text': u'TTV News', u'type': u'ORG'}, {u'text': u'Internet', u'type': u'MISC'}, {u'text': u'Berset', u'type': u'PER'}, {u'text': u'yPal \u2764\ufe0f\n\noder \U0001f3e6-Zahlung:\n\nIBAN CHF:', u'type': u'MISC'}, {u'text': u'CH27', u'type': u'MISC'}, {u'text': u'CH05', u'type': u'MISC'}]",795,"standpunkt","StandPunkt","https://t.me/standpunkt","conspiracy","true","false","researcher",1187196652,"","[u'CH']","Telegram","09/09/20 10:16",2344,"StandPunkt ist ein News-Kanal, bei dem wichtiges an erster Stelle steht.

Hast Du ebenfalls Neuigkeiten, teile dies auf StandPunkt-Gequak https://t.me/standpunktgequake","false","04/07/22 12:51",NA,"iban",2022-12-12,1
