"","channel_url","is_climate_post","n"
"1","https://t.me/s/terminkalender",0,18289
"2","https://t.me/klokkenchat",0,581
"3","https://t.me/klokkenluiders",0,550
"4","https://t.me/s/klokkenvideos",0,400
"5","https://t.me/s/q_anonymous_kanal_deutschland",0,258
"6","https://t.me/Dr_Heinrich_Fiechtner",0,188
"7","https://t.me/s/VvanV",0,170
"8","https://t.me/s/patriot_bayern",0,170
"9","https://t.me/s/AntiGates",0,164
"10","https://t.me/s/LosAngelesPost",0,164
"11","https://t.me/s/TheGreatAwakening2",0,164
"12","https://t.me/s/TheTrumpists",0,164
"13","https://t.me/s/GreatAwakeningChannel",0,163
"14","https://t.me/s/OhioDaily",0,163
"15","https://t.me/qanondeu",0,162
"16","https://t.me/botsman_ua",0,161
"17","https://t.me/qanonstormbase",0,158
"18","https://t.me/s/DianaFSpencer",0,158
"19","https://t.me/s/DigitalExodus",0,158
"20","https://t.me/s/QAnonPeople",0,158
"21","https://t.me/s/QdropsFeed",0,158
"22","https://t.me/s/USmilitaryVoice",0,158
"23","https://t.me/s/OfficialSatoshi",0,156
"24","https://t.me/s/NostradamusInfo",0,155
"25","https://t.me/s/shawunawaz",0,155
"26","https://t.me/s/IrlandDaily",0,150
"27","https://t.me/s/PierreTati",0,148
"28","https://t.me/s/GreatAwakeningOfficial",0,147
"29","https://t.me/s/TheEuropeNews",0,147
"30","https://t.me/dasgrossee",0,145
"31","https://t.me/greatawakeningde",0,144
"32","https://t.me/dasgrosseaufwachen",0,130
"33","https://t.me/s/AttilaHildmannNews",0,130
"34","https://t.me/s/BrunoPuno",0,129
"35","https://t.me/s/kaiorak",0,128
"36","https://t.me/s/MAGAZINES123",0,118
"37","https://t.me/selbstdenken",0,116
"38","https://t.me/s/drpfosten",0,110
"39","https://t.me/lavaguecrypto",0,107
"40","https://t.me/tagesereignisseoffenbarung",0,100
"41","https://t.me/s/WirSinDasVolk",0,84
"42","https://t.me/s/liebeisstleben",0,78
"43","https://t.me/Soldieroffortune777",0,74
"44","https://t.me/s/waqeupworld",0,74
"45","https://t.me/s/OffenbarungEndzeit",0,68
"46","https://t.me/s/SchrangTV",0,67
"47","https://t.me/s/DigitalChronist",0,65
"48","https://t.me/wahrheit2020",0,61
"49","https://t.me/kabalenfighter2",0,60
"50","https://t.me/qanonfrance",0,58
"51","https://t.me/s/People4Freedom",0,45
"52","https://t.me/s/SchubertsLM",0,45
"53","https://t.me/belwarriors",0,44
"54","https://t.me/panteri_panteri",0,44
"55","https://t.me/LesPangolins",0,43
"56","https://t.me/s/covfefe_kanal",0,41
"57","https://t.me/s/widerstandFBade",0,39
"58","https://t.me/s/doctolibre",0,37
"59","https://t.me/karas_evgen",0,35
"60","https://t.me/deepstatehunter",0,34
"61","https://t.me/qnet17cc",0,34
"62","https://t.me/s/allesau",0,34
"63","https://t.me/WAR13Z",0,33
"64","https://t.me/s/Aussie_News",0,33
"65","https://t.me/s/oliverjanich",0,33
"66","https://t.me/signalman_diary",0,32
"67","https://t.me/s/russiantourinternational",0,31
"68","https://t.me/s/tonyvenet",0,31
"69","https://t.me/OutoftheBoxTV_kanal2",0,30
"70","https://t.me/s/asbmil",0,29
"71","https://t.me/s/Whiplash347",0,28
"72","https://t.me/qanonafrique",0,27
"73","https://t.me/Marieallin",0,26
"74","https://t.me/s/Majestic12Mirror",0,26
"75","https://t.me/s/trump",0,26
"76","https://t.me/AzazelNews",0,25
"77","https://t.me/bewusstseinswandel2020",0,25
"78","https://t.me/s/intelslava",0,25
"79","https://t.me/s/channelzzzme",0,24
