"","channel_url","is_climate_post","n"
"1","https://t.me/s/Aussie_News",0,725
"2","https://t.me/s/GeorgeWebb",0,180
"3","https://t.me/klokkenluiders",0,177
"4","https://t.me/klokkenchat",0,164
"5","https://t.me/s/klokkenvideos",0,164
"6","https://t.me/QDisclosure17",0,161
"7","https://t.me/STFNREPORT",0,130
"8","https://t.me/s/jamiemcintyre",0,130
"9","https://t.me/s/awakenedspecies",0,127
"10","https://t.me/s/gunnarkaisertv",0,124
"11","https://t.me/s/patriot_bayern",0,91
"12","https://t.me/naomiseibt",0,84
"13","https://t.me/s/RealLandDownUnder",0,75
"14","https://t.me/s/veibz",0,73
"15","https://t.me/s/nessuna_correlazione",0,67
"16","https://t.me/s/oliverjanich",0,55
"17","https://t.me/s/Der_Hasskanal",0,53
"18","https://t.me/s/patricklancasternewstoday",0,41
"19","https://t.me/s/doctolibre",0,37
"20","https://t.me/s/buergerinformative",0,34
"21","https://t.me/alensimeonov",0,33
"22","https://t.me/selbstdenken",0,33
"23","https://t.me/buergerinfochat",0,32
"24","https://t.me/s/PrymeMinisterOriginalDripster17",0,32
"25","https://t.me/s/wearethecure1",0,29
"26","https://t.me/endilluminati",0,28
"27","https://t.me/s/antiilluminaten",0,28
"28","https://t.me/wahrheit2020",0,28
"29","https://t.me/OutoftheBoxTV_kanal2",0,23
"30","https://t.me/hinzuucom",0,22
"31","https://t.me/s/archenoire",0,22
"32","https://t.me/s/DieWahrheitundnurdieWahrheit",0,21
"33","https://t.me/s/TheConspiracyHole",0,21
"34","https://t.me/s/DrJaneRuby",0,20
"35","https://t.me/s/flushoutthetruth",0,20
"36","https://t.me/PatriziaRamettaChat",0,19
"37","https://t.me/s/join_PLATT_FORM_now",0,19
"38","https://t.me/qanonfrance",0,18
"39","https://t.me/s/meganrosemedium",0,17
"40","https://t.me/s/q_anonymous_kanal_deutschland",0,17
"41","https://t.me/FaktenFriedenFreiheit",0,16
"42","https://t.me/OfficialOccupyTheGettyPage",0,16
"43","https://t.me/TeichWWG1WGA",0,16
"44","https://t.me/ThePatriotVoiceUS",0,16
"45","https://t.me/bewusstseinswandel2020",0,16
"46","https://t.me/radio_q",0,16
"47","https://t.me/s/davidebergeseQ",0,16
"48","https://t.me/qanonafrique",0,15
"49","https://t.me/s/awakened_144000",0,15
"50","https://t.me/s/blaupausetv",0,15
"51","https://t.me/s/conservativejblQck1776",0,15
"52","https://t.me/LesPangolins",0,14
"53","https://t.me/Q_Grundlagen_des_Erwachens",0,14
"54","https://t.me/s/Ernergieistalles",0,14
"55","https://t.me/s/mindofheart",0,14
"56","https://t.me/s/unblogd",0,14
"57","https://t.me/thestormiscoming2021",0,14
