"","channel_url","n","count","share"
"1","https://t.me/FaktenFriedenFreiheit",41,31,0.75609756097561
"2","https://t.me/s/uncut_news",69,22,0.318840579710145
"3","https://t.me/s/SchubertsLM",88,20,0.227272727272727
"4","https://t.me/qnet17cc",43,16,0.372093023255814
"5","https://t.me/s/patriot_bayern",32,13,0.40625
"6","https://t.me/s/EvaHermanOffiziell",87,12,0.137931034482759
"7","https://t.me/s/oliverjanich",24,10,0.416666666666667
"8","https://t.me/s/waqeupworld",50,10,0.2
"9","https://t.me/s/PATRIOTEN24",41,8,0.195121951219512
"10","https://t.me/s/WirSinDasVolk",38,8,0.210526315789474
"11","https://t.me/s/astrozeit",18,8,0.444444444444444
"12","https://t.me/s/gesund_Verstand",49,8,0.163265306122449
"13","https://t.me/s/q_anonymous_kanal_deutschland",26,8,0.307692307692308
"14","https://t.me/s/weltdergesundheitTV",8,8,1
"15","https://t.me/Klartext2021Gemeinsam",28,7,0.25
"16","https://t.me/OutoftheBoxTV_kanal2",19,7,0.368421052631579
"17","https://t.me/buergerinfochat",19,7,0.368421052631579
"18","https://t.me/hinzuucom",15,7,0.466666666666667
"19","https://t.me/s/Kulturstudio",23,7,0.304347826086957
"20","https://t.me/s/allesau",40,7,0.175
"21","https://t.me/s/coronasolingen",19,7,0.368421052631579
"22","https://t.me/s/tavita67",30,7,0.233333333333333
"23","https://t.me/s/the_fall_of_the_Cabal",66,7,0.106060606060606
"24","https://t.me/wahrheit2020",39,7,0.17948717948718
"25","https://t.me/WAHRHEIT_S_W",24,6,0.25
"26","https://t.me/otontv",26,6,0.230769230769231
"27","https://t.me/s/Corona_Reset",39,6,0.153846153846154
"28","https://t.me/s/CoronialisierterWahnsinn",36,6,0.166666666666667
"29","https://t.me/s/DieFrontNews",16,6,0.375
"30","https://t.me/s/Ernergieistalles",20,6,0.3
"31","https://t.me/s/FreieMedienTV",13,6,0.461538461538462
"32","https://t.me/s/FreiheitDerGedanken",24,6,0.25
"33","https://t.me/s/Wissensmanufaktur1",37,6,0.162162162162162
"34","https://t.me/s/innfacted",24,6,0.25
"35","https://t.me/s/mainstream_luegen",28,6,0.214285714285714
"36","https://t.me/stormriderq",34,6,0.176470588235294
"37","https://t.me/s/HeilungundSeelenfrieden",7,5,0.714285714285714
"38","https://t.me/s/WE_R_FREE",21,5,0.238095238095238
"39","https://t.me/s/bewusstseinm",9,5,0.555555555555556
"40","https://t.me/s/bleibtstark",20,5,0.25
"41","https://t.me/s/gesundohnemedikamente",13,5,0.384615384615385
"42","https://t.me/s/liebeisstleben",20,5,0.25
"43","https://t.me/s/mindofheart",31,5,0.161290322580645
"44","https://t.me/s/nixistwieesscheint",23,5,0.217391304347826
"45","https://t.me/s/unzensiert",29,5,0.172413793103448
"46","https://t.me/AnettGatzka",25,4,0.16
"47","https://t.me/QDumbs",16,4,0.25
"48","https://t.me/Schlafschafkanal",16,4,0.25
"49","https://t.me/gulag1972",15,4,0.266666666666667
"50","https://t.me/projektcamelot",7,4,0.571428571428571
"51","https://t.me/real_jeannedarc",9,4,0.444444444444444
"52","https://t.me/s/AfD_Diepholz_KV",6,4,0.666666666666667
"53","https://t.me/s/AugenAufAA",27,4,0.148148148148148
"54","https://t.me/s/DieAndereWahrheit",31,4,0.129032258064516
"55","https://t.me/s/FrMaWa",21,4,0.19047619047619
"56","https://t.me/s/Mad_In_Germany",12,4,0.333333333333333
"57","https://t.me/s/QAnonWWG1WGA17",12,4,0.333333333333333
"58","https://t.me/s/QanencannelHH",14,4,0.285714285714286
"59","https://t.me/s/RoyalAllemand",15,4,0.266666666666667
"60","https://t.me/s/StayAwakeTermine",12,4,0.333333333333333
"61","https://t.me/s/Unregierbar",26,4,0.153846153846154
"62","https://t.me/s/WaldgangAlbdruck",14,4,0.285714285714286
"63","https://t.me/s/aerzte",16,4,0.25
"64","https://t.me/s/antiilluminaten",16,4,0.25
"65","https://t.me/s/covfefe_kanal",11,4,0.363636363636364
"66","https://t.me/s/lutzbachmann",5,4,0.8
"67","https://t.me/s/news1717",18,4,0.222222222222222
"68","https://t.me/s/technikus_news",28,4,0.142857142857143
"69","https://t.me/selbstdenken",49,4,0.0816326530612245
"70","https://t.me/BubaBobane",24,3,0.125
"71","https://t.me/TraugottIckerothLiveticker",20,3,0.15
"72","https://t.me/Widerstand100",7,3,0.428571428571429
"73","https://t.me/bewusstseinswandel2020",8,3,0.375
"74","https://t.me/channel17_wiesbaden_mainz",4,3,0.75
"75","https://t.me/junges_blut",3,3,1
"76","https://t.me/qanonthetruth1",22,3,0.136363636363636
"77","https://t.me/s/Activistenmemes",6,3,0.5
"78","https://t.me/s/AnonymousSchweizOrginal",22,3,0.136363636363636
"79","https://t.me/s/EinigkeitRechtFreiheit",22,3,0.136363636363636
"80","https://t.me/s/Folgedemplan",9,3,0.333333333333333
"81","https://t.me/s/GWisnewski",13,3,0.230769230769231
"82","https://t.me/s/HolistischeGesundheitHeilung",3,3,1
"83","https://t.me/s/Kampf_fuer_unsere_Zukunft",28,3,0.107142857142857
"84","https://t.me/s/LKNews2",13,3,0.230769230769231
"85","https://t.me/s/QanonAustria",12,3,0.25
"86","https://t.me/s/StuttgartGrundgesetzdemos",25,3,0.12
"87","https://t.me/s/bettinagorzolla",10,3,0.3
"88","https://t.me/s/cta33",9,3,0.333333333333333
"89","https://t.me/s/farukfirat",4,3,0.75
"90","https://t.me/s/marioamenti",6,3,0.5
"91","https://t.me/s/qhammernews",17,3,0.176470588235294
"92","https://t.me/s/saraslightfight",14,3,0.214285714285714
"93","https://t.me/s/sevenmaexqanons17",35,3,0.0857142857142857
"94","https://t.me/s/wirmachenauf_de",20,3,0.15
"95","https://t.me/standpunkt",19,3,0.157894736842105
"96","https://t.me/videodump1",18,3,0.166666666666667
"97","https://t.me/wwg1wga  ",10,3,0.3
"98","https://t.me/DeutscherPatriot2021",10,2,0.2
"99","https://t.me/Marieallin",4,2,0.5
"100","https://t.me/NeuzeitNachrichten",7,2,0.285714285714286
"101","https://t.me/WestFernsehen2Q21",8,2,0.25
"102","https://t.me/dernexus",3,2,0.666666666666667
"103","https://t.me/kjunews",6,2,0.333333333333333
"104","https://t.me/lichtkriegerforum",9,2,0.222222222222222
"105","https://t.me/mutflash",8,2,0.25
"106","https://t.me/newskitchen24",7,2,0.285714285714286
"107","https://t.me/s/Austria_Sword_of_truth",4,2,0.5
"108","https://t.me/s/DieWahrheitundnurdieWahrheit",5,2,0.4
"109","https://t.me/s/FGNews07",12,2,0.166666666666667
