"","lemma","n","share","fifteen_minutes","climate_lockdown","ulez","insect"
"39","Oekraïne",18,0.00274935084771651,4,5,7,2
"40","USA",17,0.00259660913395448,1,4,NA,12
"41","der",17,0.00259660913395448,1,NA,4,12
"42","dit",17,0.00259660913395448,NA,4,6,7
"43","CO2",16,0.00244386742019245,1,8,NA,7
"44","RadioLED",16,0.00244386742019245,NA,NA,16,NA
"45","God",15,0.00229112570643043,NA,2,3,10
"46","ID",15,0.00229112570643043,2,2,9,3
"47","QR",15,0.00229112570643043,1,5,8,1
"48","Canada",14,0.0021383839926684,3,3,4,4
"49","Corona",14,0.0021383839926684,1,10,1,2
"50","Foundation",14,0.0021383839926684,NA,NA,9,7
"51","een",14,0.0021383839926684,NA,NA,7,7
"52","Amerika",13,0.00198564227890637,3,3,3,4
"53","Covid",13,0.00198564227890637,3,8,NA,2
"54","OP",13,0.00198564227890637,NA,NA,3,10
"55","Rothschild",13,0.00198564227890637,2,1,5,5
"56","de",13,0.00198564227890637,1,6,1,6
"57","maart",13,0.00198564227890637,1,2,5,5
"58","mens",13,0.00198564227890637,NA,NA,2,11
"59","niet",13,0.00198564227890637,NA,NA,4,9
"60","te",13,0.00198564227890637,NA,NA,3,10
"61","Anderson",12,0.00183290056514434,11,1,NA,1
"62","Den",12,0.00183290056514434,3,1,4,4
"63","Frankrijk",12,0.00183290056514434,3,5,2,2
"64","Hogeschool",12,0.00183290056514434,NA,NA,12,NA
"65","Ursula",12,0.00183290056514434,NA,NA,3,9
"66","VN",12,0.00183290056514434,1,3,3,5
"67","die",12,0.00183290056514434,1,3,2,6
"68","domesticus",12,0.00183290056514434,NA,NA,NA,12
"69","landbouw",12,0.00183290056514434,NA,NA,1,12
"70","mei",12,0.00183290056514434,4,1,NA,7
"71","worden",12,0.00183290056514434,NA,NA,7,5
"72","Australië",11,0.00168015885138231,2,1,6,2
"73","BBB",11,0.00168015885138231,NA,NA,10,1
"74","CBDC",11,0.00168015885138231,5,1,4,2
"75","Davos",11,0.00168015885138231,3,1,4,3
"76","Duitsland",11,0.00168015885138231,1,2,3,6
"77","Green",11,0.00168015885138231,NA,10,1,NA
"78","Internet",11,0.00168015885138231,NA,10,NA,1
"79","Londen",11,0.00168015885138231,3,NA,16,NA
"80","ik",11,0.00168015885138231,NA,1,NA,10
"81","maandag",11,0.00168015885138231,NA,NA,1,10
"82","#FVD",10,0.00152741713762028,NA,8,NA,2
"83","GHz",10,0.00152741713762028,NA,NA,10,NA
"84","Golden",10,0.00152741713762028,NA,NA,NA,10
"85","Haag",10,0.00152741713762028,3,1,2,4
"86","LEYEN",10,0.00152741713762028,NA,NA,2,8
"87","Levenseindehuis",10,0.00152741713762028,NA,10,NA,NA
"88","New",10,0.00152741713762028,NA,4,3,3
"89","Usa",10,0.00152741713762028,NA,NA,NA,10
"90","WAT",10,0.00152741713762028,NA,NA,3,7
"91","aan",10,0.00152741713762028,NA,3,4,3
"92","bron",10,0.00152741713762028,2,3,3,3
"93","mark",10,0.00152741713762028,NA,4,1,5
"94","nu",10,0.00152741713762028,NA,NA,2,8
"95","of",10,0.00152741713762028,NA,1,1,8
"96","pass",10,0.00152741713762028,NA,10,NA,NA
"97","von",10,0.00152741713762028,NA,NA,2,8
"98","Amsterdam",9,0.00137467542385826,NA,1,8,NA
"99","Dat",9,0.00137467542385826,NA,NA,7,2
"100","Europarlementariër",9,0.00137467542385826,5,NA,NA,4
"101","Insecten",9,0.00137467542385826,NA,NA,NA,9
"102","Jan",9,0.00137467542385826,2,NA,3,4
"103","NL",9,0.00137467542385826,2,2,3,2
"104","Rotterdam",9,0.00137467542385826,2,1,6,NA
"105","Soros",9,0.00137467542385826,NA,2,NA,7
"106","Tristatecity",9,0.00137467542385826,NA,NA,2,9
"107","We",9,0.00137467542385826,NA,NA,7,2
"108","boeren",9,0.00137467542385826,NA,NA,1,8
"109","deel",9,0.00137467542385826,NA,3,4,2
"110","dr.",9,0.00137467542385826,NA,3,3,3
"111","met",9,0.00137467542385826,NA,NA,4,5
"112","Christine",8,0.00122193371009623,8,1,NA,NA
"113","E120",8,0.00122193371009623,NA,NA,NA,8
"114","Geen",8,0.00122193371009623,NA,NA,2,6
"115","Klimaat",8,0.00122193371009623,1,6,NA,1
"116","Lockdown",8,0.00122193371009623,1,7,NA,NA
"117","Lockdowns",8,0.00122193371009623,4,5,NA,NA
"118","Rauch",8,0.00122193371009623,NA,NA,NA,8
"119","VS",8,0.00122193371009623,1,NA,3,5
"120","Verenigde",8,0.00122193371009623,2,1,3,4
"121","alles",8,0.00122193371009623,NA,2,2,4
"122","the",8,0.00122193371009623,NA,2,2,4
"123","Bayer",7,0.0010691919963342,NA,NA,1,6
"124","BlackRock",7,0.0010691919963342,NA,3,NA,4
"125","Chitine",7,0.0010691919963342,NA,NA,NA,7
"126","Council",7,0.0010691919963342,5,6,1,NA
"127","Dan",7,0.0010691919963342,NA,NA,1,6
"128","Enschede",7,0.0010691919963342,NA,NA,7,NA
"129","Hopkins",7,0.0010691919963342,5,2,1,NA
"130","India",7,0.0010691919963342,NA,2,NA,5
"131","Jong",7,0.0010691919963342,NA,4,NA,3
"132","NVWA",7,0.0010691919963342,NA,NA,NA,7
"133","Orb",7,0.0010691919963342,NA,NA,NA,7
"134","Oxfordshire",7,0.0010691919963342,6,4,NA,NA
"135","Rob",7,0.0010691919963342,2,1,NA,4
"136","Vietnam",7,0.0010691919963342,NA,NA,NA,7
"137","door",7,0.0010691919963342,NA,NA,5,2
"138","du",7,0.0010691919963342,NA,NA,NA,7
"139","gaan",7,0.0010691919963342,NA,NA,1,6
"140","hebben",7,0.0010691919963342,NA,NA,3,4
"141","september",7,0.0010691919963342,NA,2,3,2
"142","voor",7,0.0010691919963342,NA,1,3,3
"143","Boer",6,0.00091645028257217,NA,NA,NA,6
"144","County",6,0.00091645028257217,5,5,NA,NA
"145","ENIGEN",6,0.00091645028257217,NA,6,NA,NA
"146","Ecdysterone",6,0.00091645028257217,NA,NA,NA,6
"147","Elze",6,0.00091645028257217,NA,NA,2,4
"148","Engels",6,0.00091645028257217,NA,1,3,2
"149","Food",6,0.00091645028257217,NA,NA,NA,6
"150","GMO",6,0.00091645028257217,NA,NA,1,5
"151","Géén",6,0.00091645028257217,NA,6,NA,NA
"152","Hamelen",6,0.00091645028257217,NA,NA,2,4
"153","Hugo",6,0.00091645028257217,NA,4,1,1
"154","INSECTEN",6,0.00091645028257217,NA,NA,NA,6
"155","Low",6,0.00091645028257217,1,NA,11,NA
"156","MEER",6,0.00091645028257217,NA,NA,1,5
"157","Minute",6,0.00091645028257217,6,NA,3,NA
"158","Monck",6,0.00091645028257217,NA,NA,NA,6
"159","Musk",6,0.00091645028257217,3,NA,3,NA
"160","Octopus",6,0.00091645028257217,NA,NA,NA,6
"161","Oekra",6,0.00091645028257217,NA,NA,6,NA
"162","Overijssel",6,0.00091645028257217,NA,NA,2,4
"163","Quint",6,0.00091645028257217,3,NA,2,1
"164","Romy",6,0.00091645028257217,3,NA,2,1
"165","Wal",6,0.00091645028257217,1,NA,NA,5
"166","Wil",6,0.00091645028257217,NA,3,NA,3
"167","Ze",6,0.00091645028257217,NA,NA,3,3
"168","bericht",6,0.00091645028257217,NA,4,1,1
"169","burger",6,0.00091645028257217,NA,NA,3,3
"170","dus",6,0.00091645028257217,1,NA,2,3
"171","etc.",6,0.00091645028257217,NA,NA,NA,6
"172","hoe",6,0.00091645028257217,NA,NA,2,4
"173","leven",6,0.00091645028257217,NA,NA,4,2
"174","nee",6,0.00091645028257217,NA,NA,2,4
"175","op",6,0.00091645028257217,NA,NA,2,4
"176","voedsel",6,0.00091645028257217,2,NA,1,3
"177","we",6,0.00091645028257217,NA,NA,5,1
"178","wereld",6,0.00091645028257217,1,1,2,2
"179","1",5,0.000763708568810142,NA,NA,4,1
"180","As",5,0.000763708568810142,NA,NA,4,1
"181","Back",5,0.000763708568810142,2,NA,1,3
"182","België",5,0.000763708568810142,NA,NA,4,2
"183","Brother",5,0.000763708568810142,1,1,3,NA
"184","Build",5,0.000763708568810142,2,NA,1,3
"185","CITIES",5,0.000763708568810142,1,NA,4,NA
"186","Cabal",5,0.000763708568810142,NA,NA,NA,5
"187","Check",5,0.000763708568810142,NA,NA,2,3
"188","Escher",5,0.000763708568810142,NA,NA,3,2
"189","Eva",5,0.000763708568810142,NA,NA,1,4
"190","FNLI",5,0.000763708568810142,NA,NA,NA,5
"191","Facebook",5,0.000763708568810142,NA,NA,1,4
"192","Gezond",5,0.000763708568810142,NA,NA,3,2
"193","Google",5,0.000763708568810142,NA,NA,1,4
"194","Kaag",5,0.000763708568810142,1,1,NA,3
"195","Kompanje",5,0.000763708568810142,NA,5,NA,NA
"196","Leon",5,0.000763708568810142,NA,1,NA,4
"197","León",5,0.000763708568810142,NA,NA,NA,5
"198","Melinda",5,0.000763708568810142,NA,NA,2,4
"199","Merck",5,0.000763708568810142,NA,NA,NA,5
"200","NWO",5,0.000763708568810142,NA,1,3,1
"201","Naar",5,0.000763708568810142,NA,NA,1,4
"202","Naties",5,0.000763708568810142,2,1,2,2
"203","Nazi",5,0.000763708568810142,2,NA,NA,3
"204","Nieuwe",5,0.000763708568810142,NA,4,1,NA
"205","Om",5,0.000763708568810142,NA,NA,NA,5
"206","Onze",5,0.000763708568810142,NA,NA,3,2
"207","Peter",5,0.000763708568810142,NA,NA,2,4
"208","Pfizer",5,0.000763708568810142,NA,1,1,3
"209","Protix",5,0.000763708568810142,NA,NA,NA,5
"210","SDG",5,0.000763708568810142,1,NA,5,NA
"211","Saoedi-Arabië",5,0.000763708568810142,1,NA,4,NA
"212","Sulzer",5,0.000763708568810142,1,NA,4,NA
"213","Things",5,0.000763708568810142,NA,NA,4,1
"214","Tutte",5,0.000763708568810142,NA,NA,5,NA
"215","Tweede",5,0.000763708568810142,1,NA,1,3
"216","Ukraine",5,0.000763708568810142,NA,1,2,2
"217","Ultra",5,0.000763708568810142,1,NA,9,NA
"218","Valuta",5,0.000763708568810142,3,NA,NA,2
"219","Wageningen",5,0.000763708568810142,NA,NA,NA,5
"220","Warburg",5,0.000763708568810142,NA,NA,1,4
"221","Wyss",5,0.000763708568810142,NA,NA,3,2
"222","Zei",5,0.000763708568810142,NA,NA,NA,5
"223","april",5,0.000763708568810142,1,NA,NA,4
"224","dat",5,0.000763708568810142,NA,NA,2,3
"225","doen",5,0.000763708568810142,NA,NA,1,4
"226","gas",5,0.000763708568810142,NA,NA,1,4
"227","land",5,0.000763708568810142,NA,NA,3,2
"228","ons",5,0.000763708568810142,NA,NA,5,NA
"229","ook",5,0.000763708568810142,NA,NA,1,4
"230","sluit",5,0.000763708568810142,NA,3,1,1
"231","systeem",5,0.000763708568810142,1,1,2,1
"232","uit",5,0.000763708568810142,NA,NA,1,4
"233","verplicht",5,0.000763708568810142,NA,4,NA,1
"234","verschil",5,0.000763708568810142,NA,NA,5,NA
"235","vrijdag",5,0.000763708568810142,1,2,1,1
"236","zone",5,0.000763708568810142,1,NA,9,NA
"237","15-Minute",4,0.000610966855048114,4,NA,NA,NA
"238","AIVD",4,0.000610966855048114,2,1,1,NA
"239","Alex",4,0.000610966855048114,NA,NA,4,NA
"240","Amersfoort",4,0.000610966855048114,NA,NA,4,NA
"241","Antic",4,0.000610966855048114,NA,NA,4,NA
"242","BKR",4,0.000610966855048114,NA,4,NA,NA
"243","BV",4,0.000610966855048114,NA,NA,NA,4
"244","Bedrijven",4,0.000610966855048114,NA,NA,2,2
"245","Better",4,0.000610966855048114,1,NA,NA,3
"246","Big",4,0.000610966855048114,NA,1,3,NA
"247","COVID",4,0.000610966855048114,NA,NA,1,3
"248","Chitosan",4,0.000610966855048114,NA,NA,NA,4
"249","Code",4,0.000610966855048114,1,1,NA,2
"250","Control",4,0.000610966855048114,NA,1,3,NA
"251","DVO",4,0.000610966855048114,NA,NA,4,NA
"252","Deal",4,0.000610966855048114,NA,NA,3,1
"253","Dieren",4,0.000610966855048114,NA,1,1,2
"254","Dissel",4,0.000610966855048114,NA,1,NA,3
"255","Dna",4,0.000610966855048114,NA,NA,2,2
"256","Dutch",4,0.000610966855048114,NA,NA,NA,4
"257","Er",4,0.000610966855048114,NA,NA,3,1
"258","Eu",4,0.000610966855048114,NA,NA,3,1
"259","Fact",4,0.000610966855048114,NA,NA,NA,4
"260","Felix",4,0.000610966855048114,NA,NA,NA,4
"261","Fiat",4,0.000610966855048114,1,NA,NA,3
"262","GECREËERDE",4,0.000610966855048114,NA,NA,4,NA
"263","GTB",4,0.000610966855048114,NA,NA,NA,4
"264","HAARP",4,0.000610966855048114,NA,1,1,2
"265","Hoge",4,0.000610966855048114,NA,NA,2,2
"266","Justin",4,0.000610966855048114,NA,3,NA,1
"267","Kamer",4,0.000610966855048114,1,NA,1,2
"268","Karel",4,0.000610966855048114,NA,1,2,1
"269","MSM",4,0.000610966855048114,NA,2,1,1
"270","Maar",4,0.000610966855048114,NA,NA,NA,4
"271","Marc",4,0.000610966855048114,NA,3,1,NA
"272","Maxima",4,0.000610966855048114,1,NA,1,2
"273","McCollough",4,0.000610966855048114,4,NA,NA,NA
"274","NOS",4,0.000610966855048114,1,1,1,1
"275","Oostenrijker",4,0.000610966855048114,NA,NA,NA,4
"276","Poetin",4,0.000610966855048114,NA,3,NA,1
"277","QFS",4,0.000610966855048114,3,NA,NA,1
"278","RFID-chips",4,0.000610966855048114,NA,NA,4,NA
"279","ROTHSCHILD",4,0.000610966855048114,NA,NA,NA,4
"280","Rockefeller",4,0.000610966855048114,NA,1,1,3
"281","Scott",4,0.000610966855048114,4,NA,NA,NA
"282","Sorry",4,0.000610966855048114,NA,3,1,NA
"283","State",4,0.000610966855048114,2,NA,1,1
"284","Stikstof",4,0.000610966855048114,NA,NA,1,3
"285","Testament",4,0.000610966855048114,NA,4,NA,NA
"286","Trudeau",4,0.000610966855048114,NA,3,NA,1
"287","Trump",4,0.000610966855048114,NA,1,2,1
"288","VANGUARD",4,0.000610966855048114,NA,1,NA,3
"289","VN/WEF",4,0.000610966855048114,2,1,2,NA
"290","VVD",4,0.000610966855048114,1,1,1,1
"291","Vlaardingerbroek",4,0.000610966855048114,NA,NA,1,3
"292","W.",4,0.000610966855048114,4,NA,NA,NA
"293","Want",4,0.000610966855048114,NA,NA,2,2
"294","Wef",4,0.000610966855048114,NA,NA,1,3
"295","Wereld",4,0.000610966855048114,NA,NA,1,3
"296","WiFi",4,0.000610966855048114,NA,NA,4,NA
"297","Wij",4,0.000610966855048114,NA,NA,2,2
"298","Will",4,0.000610966855048114,NA,NA,NA,4
"299","Willem",4,0.000610966855048114,NA,1,NA,3
"300","York",4,0.000610966855048114,NA,2,2,NA
"301","Zwolle",4,0.000610966855048114,NA,NA,2,2
"302","alleen",4,0.000610966855048114,NA,1,NA,3
"303","als",4,0.000610966855048114,NA,NA,1,3
"304","and",4,0.000610966855048114,NA,NA,NA,4
"305","digitale",4,0.000610966855048114,3,1,NA,NA
"306","economisch",4,0.000610966855048114,NA,NA,NA,4
"307","er",4,0.000610966855048114,NA,1,1,2
"308","gen",4,0.000610966855048114,NA,NA,2,2
"309","helaas",4,0.000610966855048114,NA,3,NA,1
"310","hier",4,0.000610966855048114,NA,NA,NA,4
"311","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5680136/pdf/nihms912752.pdf",4,0.000610966855048114,NA,NA,NA,4
"312","juli",4,0.000610966855048114,NA,2,NA,2
"313","juni",4,0.000610966855048114,NA,NA,1,3
"314","klimaat",4,0.000610966855048114,NA,4,NA,NA
"315","krant",4,0.000610966855048114,1,NA,1,2
"316","laat",4,0.000610966855048114,NA,NA,NA,4
"317","misschien",4,0.000610966855048114,NA,NA,NA,4
"318","mr.",4,0.000610966855048114,NA,NA,NA,4
"319","net",4,0.000610966855048114,2,NA,3,NA
"320","nieuws",4,0.000610966855048114,1,NA,2,1
"321","nog",4,0.000610966855048114,NA,NA,2,2
"322","november",4,0.000610966855048114,1,3,NA,NA
"323","provincie",4,0.000610966855048114,NA,NA,4,NA
"324","senator",4,0.000610966855048114,NA,NA,4,NA
"325","sociaal",4,0.000610966855048114,2,1,NA,1
"326","stop",4,0.000610966855048114,NA,NA,3,1
"327","you",4,0.000610966855048114,NA,NA,2,2
"328","#WEF",3,0.000458225141286085,NA,1,1,1
"329","-Digitale",3,0.000458225141286085,NA,1,2,NA
"330","2",3,0.000458225141286085,NA,NA,2,1
"331","3D",3,0.000458225141286085,NA,NA,3,NA
"332","Ab",3,0.000458225141286085,NA,NA,1,2
"333","Adam",3,0.000458225141286085,NA,NA,NA,3
"334","Alexander",3,0.000458225141286085,1,NA,NA,2
"335","Allah",3,0.000458225141286085,NA,NA,NA,3
"336","Arcadis",3,0.000458225141286085,NA,NA,3,NA
"337","Are",3,0.000458225141286085,NA,NA,3,NA
"338","Argaleo",3,0.000458225141286085,NA,NA,3,NA
"339","Avans",3,0.000458225141286085,NA,NA,3,NA
"340","B.",3,0.000458225141286085,NA,NA,2,1
"341","BIS",3,0.000458225141286085,NA,3,NA,NA
"342","BNA",3,0.000458225141286085,NA,NA,3,NA
"343","BNSP",3,0.000458225141286085,NA,NA,3,NA
"344","BPD",3,0.000458225141286085,NA,NA,3,NA
"345","BRICS",3,0.000458225141286085,1,NA,NA,2
"346","BTG",3,0.000458225141286085,NA,NA,3,NA
"347","BZK",3,0.000458225141286085,NA,NA,3,NA
"348","Bataafse",3,0.000458225141286085,1,1,NA,1
"349","Bayer/Monsanto",3,0.000458225141286085,NA,NA,3,NA
"350","Beckman",3,0.000458225141286085,NA,1,2,NA
"351","Biden",3,0.000458225141286085,1,1,NA,1
"352","Bilderberg",3,0.000458225141286085,NA,NA,NA,3
"353","Black",3,0.000458225141286085,1,NA,NA,2
"354","Bleib",3,0.000458225141286085,NA,NA,NA,3
"355","Brussel",3,0.000458225141286085,NA,NA,1,2
"356","C.",3,0.000458225141286085,1,NA,NA,2
"357","CHITTIN",3,0.000458225141286085,NA,NA,NA,3
"358","COMPLOTTHEORIE",3,0.000458225141286085,NA,NA,NA,3
"359","Certificaten",3,0.000458225141286085,NA,NA,NA,3
"360","Chatkanaal",3,0.000458225141286085,1,1,NA,1
"361","Chris",3,0.000458225141286085,3,NA,NA,NA
"362","Civity",3,0.000458225141286085,NA,NA,3,NA
"363","DDR",3,0.000458225141286085,3,NA,NA,NA
"364","DHM",3,0.000458225141286085,NA,NA,3,NA
"365","Daniël",3,0.000458225141286085,NA,1,NA,2
"366","Delft",3,0.000458225141286085,NA,NA,1,2
"367","Development",3,0.000458225141286085,1,NA,3,NA
"368","Dijk",3,0.000458225141286085,NA,NA,3,NA
"369","Dr.",3,0.000458225141286085,NA,NA,NA,3
"370","Dramaloni",3,0.000458225141286085,NA,1,2,NA
"371","ELBA\REC",3,0.000458225141286085,NA,NA,3,NA
"372","Ee-u",3,0.000458225141286085,NA,NA,3,NA
"373","Emission",3,0.000458225141286085,NA,NA,6,NA
"374","Enfin",3,0.000458225141286085,NA,NA,NA,3
"375","Engeland",3,0.000458225141286085,2,NA,NA,1
"376","Erwin",3,0.000458225141286085,NA,3,NA,NA
"377","Euro",3,0.000458225141286085,NA,NA,1,2
"378","F@CK",3,0.000458225141286085,NA,NA,NA,3
"379","FIWARE",3,0.000458225141286085,NA,NA,3,NA
"380","FME",3,0.000458225141286085,NA,NA,3,NA
"381","Failliete",3,0.000458225141286085,NA,3,NA,NA
"382","Fauci",3,0.000458225141286085,NA,NA,NA,3
"383","Files",3,0.000458225141286085,3,NA,NA,NA
"384","Fontys",3,0.000458225141286085,NA,NA,3,NA
"385","Foodvalley",3,0.000458225141286085,NA,NA,NA,3
"386","Future",3,0.000458225141286085,NA,NA,3,NA
"387","G40",3,0.000458225141286085,NA,NA,3,NA
"388","Gewoon",3,0.000458225141286085,NA,NA,2,1
"389","Gietelink",3,0.000458225141286085,NA,NA,1,2
"390","Gils",3,0.000458225141286085,1,NA,2,NA
"391","Global",3,0.000458225141286085,NA,1,NA,2
"392","Goudappel",3,0.000458225141286085,NA,NA,3,NA
"393","Greta",3,0.000458225141286085,2,NA,NA,1
"394","Grote",3,0.000458225141286085,NA,NA,3,NA
"395","Group",3,0.000458225141286085,NA,1,NA,2
"396","Harari",3,0.000458225141286085,3,NA,NA,NA
"397","Health",3,0.000458225141286085,NA,3,NA,NA
"398","Heijmans",3,0.000458225141286085,NA,NA,3,NA
"399","Hitler",3,0.000458225141286085,NA,NA,NA,3
"400","Hunger",3,0.000458225141286085,NA,2,1,NA
"401","IenW",3,0.000458225141286085,NA,NA,3,NA
"402","Ikea",3,0.000458225141286085,NA,3,NA,NA
"403","Innovation",3,0.000458225141286085,NA,NA,NA,3
"404","Insects",3,0.000458225141286085,NA,NA,NA,3
"405","Invest",3,0.000458225141286085,NA,NA,NA,3
"406","KPN",3,0.000458225141286085,NA,NA,3,NA
"407","Kadaster",3,0.000458225141286085,NA,NA,3,NA
"408","Kennishub",3,0.000458225141286085,NA,NA,3,NA
"409","Klerk",3,0.000458225141286085,NA,NA,3,NA
"410","Kuipers",3,0.000458225141286085,NA,2,1,NA
"411","LGBTQA",3,0.000458225141286085,NA,NA,3,NA
"412","MELD",3,0.000458225141286085,NA,NA,NA,3
"413","MUST",3,0.000458225141286085,2,NA,1,NA
"414","Max",3,0.000458225141286085,NA,1,NA,2
"415","Mensen",3,0.000458225141286085,NA,NA,1,2
"416","Metaverse",3,0.000458225141286085,NA,NA,3,NA
"417","Microsoft",3,0.000458225141286085,NA,NA,NA,3
"418","Mislav",3,0.000458225141286085,NA,NA,NA,3
"419","Monsanto",3,0.000458225141286085,NA,NA,NA,3
"420","Morano",3,0.000458225141286085,NA,3,NA,NA
"421","Morgellons",3,0.000458225141286085,NA,NA,NA,3
"422","NATO",3,0.000458225141286085,NA,NA,NA,3
"423","NXP",3,0.000458225141286085,NA,NA,3,NA
"424","No",3,0.000458225141286085,NA,1,NA,2
"425","On",3,0.000458225141286085,2,NA,1,NA
"426","Oorlog",3,0.000458225141286085,NA,NA,1,2
"427","Oostenrijk",3,0.000458225141286085,NA,NA,2,1
"428","PCR-test",3,0.000458225141286085,NA,NA,NA,3
"429","Parijs",3,0.000458225141286085,1,NA,2,NA
"430","Privacy",3,0.000458225141286085,NA,NA,2,1
"431","Putin",3,0.000458225141286085,1,NA,NA,2
"432","Pvv",3,0.000458225141286085,NA,NA,3,NA
"433","RTL",3,0.000458225141286085,NA,NA,NA,3
"434","Rome",3,0.000458225141286085,2,NA,NA,1
"435","Russisch",3,0.000458225141286085,NA,1,NA,2
"436","SDG11",3,0.000458225141286085,NA,NA,3,NA
"437","SHIFT",3,0.000458225141286085,NA,NA,NA,3
"438","Saxion",3,0.000458225141286085,NA,NA,3,NA
"439","Shell",3,0.000458225141286085,NA,1,NA,2
"440","Sky",3,0.000458225141286085,3,NA,NA,NA
"441","Stark",3,0.000458225141286085,NA,NA,NA,3
"442","Staten",3,0.000458225141286085,NA,NA,1,2
"443","Stedelijk",3,0.000458225141286085,NA,NA,3,NA
"444","Stedennetwerk",3,0.000458225141286085,NA,NA,3,NA
"445","Stroe",3,0.000458225141286085,1,NA,1,1
"446","Sustainable",3,0.000458225141286085,1,NA,3,NA
"447","TELEGRAM.me/FVDgeluid",3,0.000458225141286085,NA,3,NA,NA
"448","Ter",3,0.000458225141286085,NA,1,2,NA
"449","They",3,0.000458225141286085,1,1,1,1
"450","Thierry",3,0.000458225141286085,NA,3,NA,NA
"451","Toen",3,0.000458225141286085,NA,NA,NA,3
"452","Tristate",3,0.000458225141286085,1,1,1,NA
"453","Twitter",3,0.000458225141286085,3,NA,NA,NA
"454","ULEZ",3,0.000458225141286085,NA,NA,5,NA
"455","US",3,0.000458225141286085,NA,NA,NA,3
"456","Unilever",3,0.000458225141286085,NA,NA,NA,3
"457","Utrecht",3,0.000458225141286085,1,1,1,NA
"458","VERONTSCHULDIGINGEN",3,0.000458225141286085,NA,NA,NA,3
"459","VanGuard",3,0.000458225141286085,NA,3,NA,NA
"460","VodafoneZiggo",3,0.000458225141286085,NA,NA,3,NA
"461","VvV’s",3,0.000458225141286085,1,NA,1,1
"462","W",3,0.000458225141286085,NA,NA,2,1
"463","WeCity",3,0.000458225141286085,NA,NA,3,NA
"464","Weet",3,0.000458225141286085,NA,NA,1,2
"465","YOURSELF",3,0.000458225141286085,NA,NA,NA,3
"466","Zeist",3,0.000458225141286085,NA,NA,3,NA
"467","Zij",3,0.000458225141286085,NA,NA,1,2
"468","Zure",3,0.000458225141286085,NA,NA,NA,3
"469","algemeen",3,0.000458225141286085,NA,NA,NA,3
"470","blauwe",3,0.000458225141286085,NA,NA,2,1
"471","deze",3,0.000458225141286085,NA,NA,2,1
"472","fair",3,0.000458225141286085,NA,NA,NA,3
"473","februari",3,0.000458225141286085,NA,NA,1,2
"474","goud",3,0.000458225141286085,NA,NA,NA,3
"475","groet",3,0.000458225141286085,1,1,NA,1
"476","heel",3,0.000458225141286085,NA,NA,1,2
"477","i.s.m.",3,0.000458225141286085,NA,NA,3,NA
"478","ig",3,0.000458225141286085,NA,NA,1,2
"479","krediet",3,0.000458225141286085,1,1,1,NA
"480","krekel",3,0.000458225141286085,1,NA,NA,2
"481","laag",3,0.000458225141286085,NA,NA,NA,3
"482","media",3,0.000458225141286085,NA,NA,NA,3
"483","miljard",3,0.000458225141286085,NA,1,NA,2
"484","natmaken",3,0.000458225141286085,NA,NA,3,NA
"485","nul",3,0.000458225141286085,2,NA,NA,1
"486","om",3,0.000458225141286085,NA,NA,NA,3
"487","plaats",3,0.000458225141286085,NA,NA,NA,3
"488","resultaat",3,0.000458225141286085,NA,NA,NA,3
"489","roos",3,0.000458225141286085,NA,NA,NA,3
