"","channel_url","n","count","share"
"1","https://t.me/FaktenFriedenFreiheit",41,40,0.975609756097561
"2","https://t.me/s/uncut_news",69,30,0.434782608695652
"3","https://t.me/s/FreiheitDerGedanken",24,23,0.958333333333333
"4","https://t.me/s/SchubertsLM",88,18,0.204545454545455
"5","https://t.me/s/the_fall_of_the_Cabal",66,18,0.272727272727273
"6","https://t.me/s/FrMaWa",21,17,0.80952380952381
"7","https://t.me/s/patriot_bayern",32,15,0.46875
"8","https://t.me/s/StuttgartGrundgesetzdemos",25,14,0.56
"9","https://t.me/s/EvaHermanOffiziell",87,13,0.149425287356322
"10","https://t.me/gulag1972",15,12,0.8
"11","https://t.me/s/CoronialisierterWahnsinn",36,12,0.333333333333333
"12","https://t.me/s/EinigkeitRechtFreiheit",22,11,0.5
"13","https://t.me/otontv",26,10,0.384615384615385
"14","https://t.me/AnettGatzka",25,9,0.36
"15","https://t.me/qanonthetruth1",22,9,0.409090909090909
"16","https://t.me/s/Ernergieistalles",20,9,0.45
"17","https://t.me/selbstdenken",49,9,0.183673469387755
"18","https://t.me/WAHRHEIT_S_W",24,8,0.333333333333333
"19","https://t.me/s/AnonymousSchweizOrginal",22,8,0.363636363636364
"20","https://t.me/s/Kampf_fuer_unsere_Zukunft",28,8,0.285714285714286
"21","https://t.me/s/Wissensmanufaktur1",37,8,0.216216216216216
"22","https://t.me/s/allesau",40,8,0.2
"23","https://t.me/s/Corona_Reset",39,7,0.179487179487179
"24","https://t.me/s/WirSinDasVolk",38,7,0.18421052631579
"25","https://t.me/stormriderq",34,7,0.205882352941177
"26","https://t.me/tagesereignisseoffenbarung",26,7,0.269230769230769
"27","https://t.me/videodump1",18,7,0.388888888888889
"28","https://t.me/wahrheit2020",39,7,0.17948717948718
"29","https://t.me/Klartext2021Gemeinsam",28,6,0.214285714285714
"30","https://t.me/s/AugenAufAA",27,6,0.222222222222222
"31","https://t.me/s/Kulturstudio",23,6,0.260869565217391
"32","https://t.me/s/MartinRutter",24,6,0.25
"33","https://t.me/s/dawid_snowden",19,6,0.31578947368421
"34","https://t.me/s/mainstream_luegen",28,6,0.214285714285714
"35","https://t.me/s/news1717",18,6,0.333333333333333
"36","https://t.me/s/nixistwieesscheint",23,6,0.260869565217391
"37","https://t.me/s/sevenmaexqanons17",35,6,0.171428571428571
"38","https://t.me/s/technikus_news",28,6,0.214285714285714
"39","https://t.me/s/waqeupworld",50,6,0.12
"40","https://t.me/BubaBobane",24,5,0.208333333333333
"41","https://t.me/TraugottIckerothLiveticker",20,5,0.25
"42","https://t.me/buergerinfochat",19,5,0.263157894736842
"43","https://t.me/qnet17cc",43,5,0.116279069767442
"44","https://t.me/s/DieAndereWahrheit",31,5,0.161290322580645
"45","https://t.me/s/LKNews2",13,5,0.384615384615385
"46","https://t.me/s/OffenbarungEndzeit",20,5,0.25
"47","https://t.me/s/Vivoterra",24,5,0.208333333333333
"48","https://t.me/s/bewusstseinm",9,5,0.555555555555556
"49","https://t.me/s/coronasolingen",19,5,0.263157894736842
"50","https://t.me/s/freienordrheinwestfalen",14,5,0.357142857142857
"51","https://t.me/s/tavita67",30,5,0.166666666666667
"52","https://t.me/standpunkt",19,5,0.263157894736842
"53","https://t.me/Widerstand100",7,4,0.571428571428571
"54","https://t.me/s/DieFrontNews",16,4,0.25
"55","https://t.me/s/Unregierbar",26,4,0.153846153846154
"56","https://t.me/s/WE_R_FREE",21,4,0.19047619047619
"57","https://t.me/s/WWG1WGAWORLDWIDE",20,4,0.2
"58","https://t.me/s/coronadatencheck",15,4,0.266666666666667
"59","https://t.me/s/liebeisstleben",20,4,0.2
"60","https://t.me/s/mindofheart",31,4,0.129032258064516
"61","https://t.me/s/mrpcr",9,4,0.444444444444444
"62","https://t.me/s/oliverjanich",24,4,0.166666666666667
"63","https://t.me/s/vereinigteWahrheitsbewegung",8,4,0.5
"64","https://t.me/OutoftheBoxTV_kanal2",19,3,0.157894736842105
"65","https://t.me/QV_TeamNews",6,3,0.5
"66","https://t.me/Schlafschafkanal",16,3,0.1875
"67","https://t.me/alterhaserap",4,3,0.75
"68","https://t.me/bewusstseinswandel2020",8,3,0.375
"69","https://t.me/hardy_q_anon",8,3,0.375
"70","https://t.me/hinzuucom",15,3,0.2
"71","https://t.me/infoNeueZeit/",15,3,0.2
"72","https://t.me/lichtkriegerforum",9,3,0.333333333333333
"73","https://t.me/projektcamelot",7,3,0.428571428571429
"74","https://t.me/s/CNconspiracynewsroom",9,3,0.333333333333333
"75","https://t.me/s/EndundNeuzeitreport",3,3,1
"76","https://t.me/s/FlutOffeneFragen",12,3,0.25
"77","https://t.me/s/Kesselbunte",11,3,0.272727272727273
"78","https://t.me/s/Mad_In_Germany",12,3,0.25
"79","https://t.me/s/QanonAustria",12,3,0.25
"80","https://t.me/s/RIASberlin",3,3,1
"81","https://t.me/s/RoyalAllemand",15,3,0.2
"82","https://t.me/s/SandraGabriel269",10,3,0.3
"83","https://t.me/s/WaldgangAlbdruck",14,3,0.214285714285714
"84","https://t.me/s/WendezeitHannover",10,3,0.3
"85","https://t.me/s/astrozeit",18,3,0.166666666666667
"86","https://t.me/s/ausdermatrix",9,3,0.333333333333333
"87","https://t.me/s/blaupausetv",6,3,0.5
"88","https://t.me/s/bleibtstark",20,3,0.15
"89","https://t.me/s/der_impulsgeber",8,3,0.375
"90","https://t.me/s/evarosen",6,3,0.5
"91","https://t.me/s/innfacted",24,3,0.125
