"","channel_url","topic","mean_tox","mean_insult","mean_threat","count"
"1","https://t.me/AnettGatzka","climate_lockdown ",0.249689297727273,0.268794533636364,0.307693195454545,11
"2","https://t.me/AnettGatzka","fifteen_minutes ",0.308293297363636,0.315034963909091,0.266774276363636,11
"3","https://t.me/AttiviamociTutti","fifteen_minutes ",0.185276598,0.205246528,0.260099982,5
"4","https://t.me/AzazelNews","climate_lockdown ",0.332802433,0.3240364608,0.329800956,10
"5","https://t.me/AzazelNews","fifteen_minutes ",0.238320236666667,0.241055228333333,0.345219805,6
"6","https://t.me/BlutgruppeQ2Q2Q","climate_lockdown ",0.3644066,0.4079556175,0.5095794925,4
"7","https://t.me/CQLQGNE","climate_lockdown ",0.222677933833333,0.236651875555556,0.263943564444444,18
"8","https://t.me/CQLQGNE","fifteen_minutes ",0.397020633333333,0.428435936666667,0.386089763333333,6
"9","https://t.me/ChrisInfosTrumpAndCo","fifteen_minutes ",0.07227618,0.08842201775,0.1585297525,4
"10","https://t.me/DerSchwarzeRitter","climate_lockdown ",0.246499356666667,0.2933126365,0.365081495,6
"11","https://t.me/DeutscherPatriot2021","fifteen_minutes ",0.191077540777778,0.181650723222222,0.23478149,9
"12","https://t.me/DieStundeDerWahrheit","climate_lockdown ",0.313215281666667,0.353084546666667,0.292223038888889,9
"13","https://t.me/DigitalSoldiersGermanyNews","climate_lockdown ",0.374667842916667,0.390519996666667,0.3556142875,12
"14","https://t.me/Dr_Heinrich_Fiechtner","climate_lockdown ",0.185099754,0.208017777,0.2191951375,4
"15","https://t.me/FreedomWarriorsUk","climate_lockdown ",0.198443999047619,0.191567786857143,0.267674202380952,21
"16","https://t.me/FreedomWarriorsUk","fifteen_minutes ",0.22411780835,0.21975316835,0.239736578,20
"17","https://t.me/GreatBritishBird_News","climate_lockdown ",0.29773107375,0.25887476,0.30102131,8
"18","https://t.me/GreatBritishBird_News","fifteen_minutes ",0.321317607125,0.3183363105,0.3046070825,8
"19","https://t.me/Haintz","climate_lockdown ",0.2010085625,0.2163131665,0.280679251666667,6
"20","https://t.me/Haintz","fifteen_minutes ",0.10793117275,0.1177621725,0.1981473725,4
"21","https://t.me/JustDudeChannel","climate_lockdown ",0.222210367307692,0.222915338384615,0.279121016923077,13
"22","https://t.me/JustDudeChannel","fifteen_minutes ",0.186704554,0.234520062,0.212383572,5
"23","https://t.me/KateBono","fifteen_minutes ",0.219622286,0.2223026202,0.188692046,5
